tickers
ONON
JFIN
ACTG
GLBE
SMTI
PDD
KRUS
REE
RHP
SQM
CLF
METC
METCB
OXSQ
LFMD
YMAB
HIPO
CTRA
PRKS
CVE
STLA
FLNC
FLUX
FTAI
SPRU
AEHR
PSNY
PSNYW
WDS
GAMB
DTC
AMC
WBD
CCL
CUK
ETB
CDTG
PED
LNTH
MCRB
MDXH
LEGN
REKR
LIF
SWIN
ZS
PROP
ASTH
SOFI
CRNX
SPIR
ALNY
NTST
ACEL
PTEN
SHO
GAN
CDZI
HCM
RELY
SLRC
LSAK
ONL
HRMY
MELI
ENLT
MMYT
ZEO
BATRK
BATRA
STRO
CHRD
DRH
PX
PLYA
STNE
EOLS
ACMR
ESEA
AGL
FTK
NARI
BUR
LVS
DDOG
ECAT
SOUN
ALTI
RCEL
RDDT
CSTL
AUPH
TXO
UAL
DMLP
SNOW
BTE
LVRO
LOMA
AMPS
NIO
HOUR
DQ
LNZA
DAL
MOND
RNGR
KKR
PHIN
JKS
GROW
OCUL
UBER
FOUR
CPRX
SKIN
BRT
ATEC
TYGO
VNOM
DFH
RAIL
MTDR
LSPD
VOC
AXNX
DUOL
CFLT
CMRE
RMBL
DNA
HST
XMTR
YMM
TMCI
BHR
JBLU
CXDO
GAM
DSY
AZUL
H
SOND
IBKR
EVC
HA
USAS
TELA
PEB
CHPT
REI
FT
CZR
CLNN
ELVA
NRG
PK
BRFH
NVEI
DVN
CRGY
PGNY
WHD
BKNG
INN
BOOM
CRDO
UXIN
MGM
NYCB
AIRS
IRT
WYNN
ZBAO
GEVO
ZH
HDL
HALO
FBRT
CHEF
KRG
CAN
EB
FTF
ALB
VCYT
MCS
TSLA
POWW
KNTK
ALTM
BZ
FLYW
SUPV
PRPH
SPNT
MNKD
QIPT
AAL
VLRS
ARVN
RBLX
AHCO
ARCC
FUTU
CLOV
FSM
YTRA
NET
FBYD
EEX
DASH
FANG
XPOF
NYAX
COP
LNKB
SE
CSLR
VVI
BLFS
ATAT
LTM
CYRX
SAVE
TRIP
ENPH
RMT
SHCO
BROS
VICI
KRP
ABNB
SGHT
QRHC
KSPI
ICLR
TS
GENK
GBTG
CLFD
CET
LUV
SNX
ZDGE
DCBO
ULCC
RDIB
RDI
CROX
DINO
OBDC
EC
CEIX
PAX
GTLS
STGW
SOI
CXE
VVX
BWMN
LC
U
TEM
SWN
NVX
ARR
FWONA
FWONK
GDYN
BTM
RLJ
PAC
CEPU
MGNI
CRBU
GTLB
MPV
SHLS
XHR
NTRA
MRX
GENI
FUFU
AZZ
HQI
ASM
IMAX
ARWR
AUGX
TGS
TWST
ZWS
MCRI
PFIE
SEZL
RES
AMPL
MODG
OMAB
AHT
EE
HR
OPEN
AE
NE
AUNA
TORO
BOWL
GTE
MVST
LSB
RBA
RERE
PACS
HROW
RAND
KNSL
MVO
YOU
GLBS
IIPR
SG
BYFC
PLNT
PARR
KALU
SANG
ABUS
PMT
OBE
WTTR
NLY
SNCY
EDN
IOT
PSTL
FLYX
FWRG
ZI
HNRG
BCYC
CREX
ROIV
GLOB
BYRN
CRWD
USIO
IRS
SBR
CCEC
GCT
ESOA
SRTS
DRVN
TDW
INSW
PACB
ARHS
MYO
PBF
ALGT
TALO
AKA
ANET
NMFC
SHBI
SPT
BORR
TH
CENN
EFXT
GFR
NSPR
XPEL
RSI
CWCO
O
EXPE
IIIV
SEMR
PTCT
HUBS
QUIK
SACH
AMR
RUN
IPAR
NRDS
TBBB
SOR
BIOX
COIN
TCOM
NECB
ABL
JOE
WTM
SND
REXR
CCRN
PBT
BRCC
MCI
RBC
ASAN
SHOP
IDR
VTS
FRPT
PAYO
OPRA
KVYO
ETV
JPI
AFYA
OCSL
GRND
FRSH
INMD
SHFS
AGAE
CRGO
FTLF
ACLS
BLX
EXPI
ASPN
TDOC
HLT
TACT
PCOR
PINE
BRZE
LAD
YALA
GSL
ALKT
OSUR
BANX
TWLO
VEL
FG
SILK
CVI
IMO
MVIS
EOG
DV
ARKO
STKS
HEPS
WKC
ARES
LTH
CHDN
EQNR
ANIP
CINT
CNQ
CALM
SMWB
MQ
TTD
ESGL
AMD
TEO
FROG
OLO
CRT
DK
CRESY
HGBL
WALD
ACVA
KYMR
SQ
CAAP
SRPT
ZYXI
PSX
AXON
REX
FRHC
INTT
SUI
UPST
ARIS
MAMA
VTLE
CAR
AKYA
NRP
VCSA
AAON
CAPL
ADTN
SAFE
ADSE
MGY
PERI
DAVA
APP
IFF
FLNG
NEUE
PRT
WBS
HES
HCP
MAR
XPRO
CASI
ARBK
GSHD
APLE
PLMR
CLCO
UFPT
VLO
BVFL
IPW
OKTA
HNVR
LADR
JANX
RICK
PI
TGLS
OSBC
VERI
TRUP
LND
NTRB
TLSI
VITL
FDUS
ONB
HAO
ADI
SOPH
ENFN
STRM
EPRT
LTRX
CSIQ
STEL
HG
MLCO
ARCO
AILE
SABR
ESQ
LNG
DOCN
OPAL
MDB
IZEA
SRAD
COUR
PEBO
ADC
MPWR
SUN
BMBL
RRX
MBLY
ALTG
CLDT
HTHT
ARCH
HCC
EWCZ
EDRY
AGS
GHI
MSGS
WEAV
SMCI
DAO
BTBT
ACCD
E
PPSI
DAVE
BRY
MPC
URG
TCBX
DH
DEC
EVH
APPS
POCI
SU
KOS
MGPI
AEM
BNAI
DAC
BBAI
PNRG
EVRI
BOC
SM
LUNG
VFS
CLVT
PTGX
PXS
FIVN
KIDS
PAA
PAGP
VRN
ABLV
TPL
CVX
ATEX
JAMF
ECX
CMU
SHAK
CTKB
VRRM
EXAI
ABG
FIGS
PDS
TXG
OKE
MRO
IRMD
PUMP
CART
MRT
INST
BIRK
AVDX
INLX
PNNT
ASR
FTNT
VTEX
SKYT
FNGR
RYAN
SEDG
CPNG
MEDP
PLTR
PAY
NOTE
TIPT
TRMD
CTV
HASI
BIGC
LOVE
PRVA
HFFG
DOCS
HGTY
LINK
CAMT
PANW
FATE
UTI
BIP
LAW
BCAL
ET
TX
BRAG
PAYC
MODV
DTIL
JYNT
VBNK
SDGR
FUND
PAGS
APPF
EVCM
SKWD
NCNO
BLDR
IESC
CHH
HCI
MRVL
ATKR
ROAD
SMAR
TFII
CHCI
GMED
SSTI
VVV
NOW
NSA
VATE
SCLX
BP
GLP
ZETA
CHX
BTDR
DBRG
STAA
ASML
IAS
SMHI
RILY
TALK
MUR
TIGR
GH
DTI
ETW
TPCS
NINE
FLUT
PAYS
ROKU
HDSN
STLD
ENVA
FTHM
XNET
ZYME
ESTA
FNA
TRVG
UAN
HOOD
PAR
TRGP
EPOW
JBI
MNR
CTO
CE
CVCO
TASK
ATRC
ARLP
FCFS
IHG
APG
TXRH
CSAN
CVNA
NVMI
GPRK
CALX
NOA
FLL
RTO
DNTH
LANV
IH
RPAY
MUSA
BLD
PBR
VABK
EQT
FVRR
CCAP
CCG
MEG
ALHC
DAR
MTZ
DOLE
BLZE
ENTG
SLQT
ONEW
SIBN
RPD
GRC
PHR
APYX
PEN
EXR
MP
MATV
OXM
AGIO
PDFS
PFGC
RENT
DXCM
BSVN
TKO
CDRO
ZENV
AMPX
BILI
ZGN
PODD
PCAR
XOM
IOR
UTZ
RMBS
HTLD
PRTH
MASS
CRON
CLPT
APA
APEI
PWR
LYFT
KSCP
ZKH
RNG
NRDY
PVL
OTLY
PFLT
IRTC
WSC
INSM
BOOT
CPHC
FBIO
FBIOP
X
EXEL
LIVE
BROG
WING
PCTY
ASAI
UPWK
IMXI
CLMT
LULU
HRI
AMPH
RVLV
SNAP
MTTR
OFIX
SKY
BBW
REAL
DADA
NVO
TTE
ANDE
PGRU
LASE
COLL
EPD
NCMI
CNM
TDY
AFRM
VXRT
CRK
ISPR
FIX
YI
GTHX
GRBK
ELF
FND
YYGH
PLYM
ASUR
WCC
TENB
CIB
TFPM
FINW
CWAN
DKL
DYAI
CNTY
CSWI
PLD
MLSS
ARRY
LVTX
LSCC
PINS
NBIX
QDEL
SUUN
UP
ATS
ISDR
FF
WKME
ASC
SVV
SYBT
YXT
BWMX
DLHC
LUNR
DAY
PUBM
LB
AVPT
WK
PERF
GFL
MASI
APPN
NVEC
KEN
OVV
GRVY
TAYD
CLGN
AS
PBBK
HTZ
PHX
GDEV
NGS
YPF
DERM
PENN
ICUI
SPR
SSBK
RCM
DCOM
AGEN
BRLT
RDW
MLR
KIND
MCB
AMTD
SMLR
DORM
BW
EPAM
RNR
VET
DDL
IDN
FRPH
SLNG
HLX
ENLC
ESTC
NEOG
CPRT
MOH
SHEL
RSKD
BAND
QSG
USLM
BIPC
RCMT
GHG
SBCF
OPFI
ZEUS
TYL
SSD
DHI
AZPN
RGEN
MNTK
PATH
WAL
GSAT
GEL
FCEL
RDVT
CUE
SHIP
MNTX
AADI
FSLY
AHH
PD
TNL
ARKR
DE
GDS
CAKE
SKX
CASY
TRNO
DOCU
TDUP
ASYS
SYT
ADPT
IR
PAAS
CRS
IMTX
CCEP
RACE
EFSC
NATH
CECO
NUE
AZN
BWFG
CLH
CMI
ILPT
PLBC
SPSC
BTU
BYD
EDR
GPRE
BJRI
LPLA
TIXT
XTNT
WNC
AZTA
DXLG
EXFY
MYTE
BLW
LNW
VRNS
AMBC
TRN
OBT
MITK
UGP
EXLS
WRBY
CERS
AMRK
AGM
QBTS
WS
UDMY
TITN
TEAM
STM
NBBK
LXU
PL
INDV
BSM
AZI
EGIO
PBPB
AIP
BFST
BRBR
GPI
KIM
AER
DOOO
HMY
BRDG
GOOGL
GOOG
PPIH
RDUS
CLPS
SPOT
IBP
RS
URI
OGI
FNKO
SPGI
VFF
BE
BKTI
TECK
BL
NTIC
RFIL
EXAS
TEX
ATNI
RUSHA
RUSHB
KFS
ENIC
SSRM
NC
WLK
CNH
DXPE
DIT
CLBT
TBBK
OEC
AXP
PTSI
RCKY
NGL
COHR
HEI
ABR
UAMY
MTA
ULTA
TTI
MLKN
CARG
ZM
JACK
NVGS
CCOI
OVLY
LGO
INUV
FELE
CDLX
HSII
SYPR
BMI
OPRX
CBZ
CMG
SHOO
SWX
LSEA
ALGM
DT
MEC
ACAD
FOXF
MA
MTUS
STVN
VAC
PRIM
MLAB
PSTG
INTA
ISRG
LFUS
WEX
IOSP
TR
BLND
KLXE
NVT
MBIN
CWST
RMR
MKL
SQSP
GMAB
INSE
GT
CP
WEYS
EPR
PFBC
LYTS
ASX
OLPX
RNW
JAZZ
MYRG
VINP
HP
CYBR
GNRC
NVDA
FINV
EGRX
GMS
PAM
TSM
ATGE
AWRE
GIL
MCW
SMBC
ISSC
GHM
BRO
SCHW
FCX
BCAT
CMT
THRM
AQN
CF
ALE
STRL
CUBI
DENN
CMC
KNDI
CAT
MIDD
HURN
HLIT
GNT
PWSC
EWBC
ACGL
ACGLO
MPB
VMC
RARE
GILT
ALKS
ASLE
EVA
MPX
LNSR
MOBBW
HLIO
CXM
SFL
TAC
NBN
BFAM
IEP
RTC
THR
BVS
CELU
HAL
MYE
DGII
ETSY
USAP
NXT
VCEL
SITE
HSON
VRTX
NPCE
BTMD
BLFY
COCO
ALIM
FSBC
AGRO
OXY
WIX
MUX
HZO
TTWO
OZK
SNPS
FA
LAND
LANDM
NGG
STER
MANH
FBMS
MFIN
AMN
APLS
BTSG
SGHC
LFT
SAIA
LITB
OPT
IAC
LECO
GXO
MTB
DDS
ALNT
MXCT
MOS
TZOO
AGCO
KFY
CPAY
GGB
AG
EGP
PCRX
PRGS
ON
VRT
GIII
WABC
WEST
LWAY
META
FIBK
UTHR
FIVE
CQP
HCAT
RNAC
HWKN
PYCR
NEXN
KMX
DAKT
FSV
AHR
ALGN
NEE
CCRD
GNL
SLVM
EVO
CII
CDMO
CIGI
USFD
WRAP
MKSI
NWPX
AFRI
LUNA
MNST
ENSG
VC
BXMT
MCHP
QTWO
HAYN
WOR
OGS
TTGT
PSA
WMS
ASTL
SXC
IBOC
NWN
HLNE
IGIC
HBM
CUBE
SN
RGCO
BDL
CMCT
ZIP
DSX
REGN
SPXC
MTW
RLI
COLB
BCH
FOR
NXPI
AMAT
BECN
TKC
LPA
CRMT
TNK
WSFS
WTI
ROP
VNET
APTV
PBA
BSY
KBH
YELP
KARO
SLAB
IDCC
FOLD
ARE
JRSH
SBUX
HKD
AEYE
TGB
ADSK
BN
HBAN
GHC
KNX
VERX
WF
QLYS
LVO
LQDT
INDB
JJSF
SWVL
EG
CDNS
RSVR
AZEK
GFS
ZTO
FSS
LOB
ENOV
MLNK
FDMT
PRTS
QCOM
LEN
SSL
AMPY
SMPL
NR
YETI
IBTA
WMPN
PMM
PPL
CGAU
GDEN
MRAM
KLAC
OTTR
ATO
QTRX
IHS
AMBA
TRU
NSP
ZVIA
VTSI
VIRC
BGSF
GLT
ICCH
SID
BOW
TRSG
XYL
TTEK
KEP
TATT
SSB
BURL
ECBK
ADBE
RDNT
KAI
CNXC
GMRE
ELA
SRI
ICG
ARCB
CPAC
CBT
DNUT
MTLS
EVI
HBT
BBVA
SIG
RCUS
RRGB
AVGO
TW
CMPO
BASE
TNDM
MBUU
LMAT
WRB
V
ICL
CTLP
NOVT
PTLO
BKE
ROST
BRKR
MSCI
INTU
FERG
SGMO
CHCT
NSSC
INOD
VSTA
MNSB
PDLB
FMBH
NAPA
AMZN
BATL
KEQU
CTRI
SYY
TIGO
ITGR
EEFT
DAN
MOV
RELL
POST
EXK
DBI
ITUB
CSTM
WGO
LYB
PRFT
SVC
CSGP
CTMX
VLN
COO
GOLF
CPT
OPBK
WFG
FRO
CRM
SGRY
MOGO
GOGO
RSG
RYI
SDHC
BLMN
VMEO
WCN
ULBI
OUT
BC
ARQ
SAH
MTN
VEEV
SRE
ARMK
DOMO
OABI
CSR
MRUS
VECO
MORN
TCMD
UBFO
ONTO
FCPT
HY
STNG
STAG
RL
HHH
PLAB
BBU
CMCL
EBR
ODFL
VYGR
WIT
CIG
PXLW
APH
STE
ADM
FXNC
HUBB
HEES
CDNA
ODC
RRR
LW
DRI
CLNE
CAVA
GOGL
AI
PGR
MBCN
PHM
CERT
JD
KLTR
SPLP
RJF
BBCP
AME
FRGE
COST
MGRC
DMRC
AVNW
ALG
EDAP
WLFC
ALAB
JWN
MXL
SIGI
LAUR
MRK
MLP
BCG
TWI
ACN
OPTN
VLY
VLYPP
VLYPO
PAG
AGYS
CNMD
WOLF
LINE
NICE
VMI
GSM
JILL
FET
MGIC
CMCO
BWAY
WSO
IT
PKOH
RM
WPC
WDAY
HOG
BEDU
BG
PTC
NIC
UNH
CCJ
CHUY
GPK
SOL
SR
AJG
SBS
BSX
PPC
CURI
PLPC
SB
IHTA
BDC
RRC
DNOW
HRTX
VBTX
MLM
CBAN
SLP
HTGC
GES
ROK
ASRT
DFS
EME
USPH
HOMB
RAY
LVLU
SYK
HE
CFB
IRIX
ALRM
AFCG
MLI
OOMA
FMX
DECK
BFLY
BY
NTNX
PMTS
KEX
ESAB
APD
R
SWKS
CODI
ROL
SHLT
MCFT
LNN
TT
GSBD
OPCH
UPBD
FCN
GEOS
IPI
MMS
FBIZ
CHWY
AXGN
CEG
MTRN
BARK
FC
QSR
WMB
NXG
PETQ
GBX
WELL
AIRT
CRL
AIRTP
TOL
KE
OBK
CDXC
BEN
NOV
RNA
NBR
OSK
CIX
NL
PEGA
POOL
FN
MTCH
AX
ALV
M
ELV
NFG
SFWL
MEOH
NTES
PFE
SWIM
WTRG
SLB
LZ
DLR
GM
TWKS
KGS
CAL
ACHC
NATL
MERC
RPID
UFPI
SEG
ATI
CLMB
GKOS
RYDE
ALUR
AORT
SRDX
EGHT
ERJ
GWW
BWA
WT
GPC
AAPL
FDS
RDCM
VRTS
KREF
PATK
AMBP
COLM
DSGX
PNTG
ERII
VMD
ECVT
WFRD
VALN
MAMO
NABL
IEX
NGVT
LZM
LLY
ILMN
URBN
NTR
PSN
CNX
PYPL
LEVI
AR
RCI
MHD
KTOS
AXTA
HTBI
XPER
CNC
KO
CRUS
INCY
CVGI
F
AMT
CSX
CLS
AMH
ADUS
WERN
CPRI
VSTO
EML
ALC
IGT
BHE
AWI
CB
PNFP
AZO
WTFC
WTFCM
CCU
TEN
SAR
CIVB
COR
TIMB
SKYW
CAAS
JAKK
WHG
HUM
CFR
TSLX
FPH
GTN
CTLT
KWR
TOPS
BNL
LEA
ARLO
WST
BANF
BKH
BELFB
BELFA
CPK
IIIN
NWG
SIFY
AIRE
MPTI
GWRS
KRT
ALVO
CX
XNCR
OC
GCBC
ATRO
LII
TSCO
FR
HSY
STN
SBLK
EW
AVAV
CCCS
AGI
FRBA
WAY
CCNE
DHX
ABEV
VICR
TM
EQIX
CBRL
DFLI
UCB
AIT
ALTO
WTS
CORT
INGR
AFG
POR
ORLY
GDRX
ALL
MTH
GNTX
THO
CATY
CENX
UGI
MTX
EVTC
NYT
PNR
VSH
DIS
SMID
AVT
BRFS
APWC
TKR
FMNB
GENC
DJCO
IRDM
FORTY
FRT
NXRT
MDLZ
LZB
FLWS
SHCR
LCII
ICCC
GAB
WMG
IDXX
FBNC
ABM
DIOD
KPTI
ELAN
UMH
ANSS
BPRN
CRH
AKR
NFLX
DSP
NVRI
POWL
MBWM
TTC
EGAN
GOOS
SVCO
RAMP
EHC
PRM
MSI
LAMR
FRST
CAE
COLD
GLV
ELMD
RMTI
OLED
OFG
SPNS
INFY
HAE
ALLE
EXPO
EXTO
WM
OS
NEU
SEB
WNS
PKX
CBRE
AMAL
TPX
TSE
INVE
BX
CASS
ADV
NSYS
BA
ES
EYPT
ALIT
TCBK
HURC
GCO
KOF
WAFD
INVH
ROCK
GLRE
CRDF
MRC
BFC
MGYR
ITI
AL
NCSM
AMRC
CVS
JBHT
NEO
ST
DNB
UTL
SGU
AOS
VSAT
GGG
NVST
TRNS
TMO
MUFG
FCF
PH
COKE
DCI
CINF
YUMC
NX
USCB
AEO
NMIH
LSF
MCD
OII
MSA
LOAR
DOC
SELF
PSMT
ITT
AVA
OTEX
ASIX
FBP
MHO
NPO
EXP
MWA
CVEO
FRME
PCG
QXO
BEP
ARM
AN
IRM
RMD
BMO
ATMU
BCO
CRNT
RMNI
CATO
MMC
EA
UA
UAA
IQV
ERO
NEXA
YORW
PPG
UNTY
PLUS
ATSG
TEL
CVLG
VPG
WDFC
AGR
WPRT
DRD
COMP
ECDA
CSBR
FDBC
ROOT
SSTK
GDV
AES
UDR
BCPC
MGA
KMI
SMBK
SCHL
PNW
FTV
ESE
GEN
HLLY
KTCC
IDA
FSUN
IVT
DBX
NVEE
ASTE
AMP
MKFG
SUZ
LESL
WLDN
MMSI
TU
PANL
MGLD
ALTR
BRKL
MNY
FER
SIEB
ICFI
ITRN
CASH
BFH
XP
SBAC
SHEN
REG
FFBC
FAST
VSEC
GPN
BMRN
CRVL
EXTR
PEP
KNF
ECL
GFF
ETN
JHX
MATX
CTS
UVE
ZUO
NMRK
LICN
RDY
SNA
KB
UVV
NAII
LEU
MDXG
ELME
SON
KEYS
AEE
MRTN
KORE
TRV
ZIM
SD
JPM
SCVL
INFU
VST
VTRS
UHAL
IBEX
KOP
DKS
MCBS
AXL
TDG
B
SHYF
SPH
LINC
COF
LOAN
FTS
RELX
BLBD
UHG
ERIE
AMKR
EQX
HDB
OMCL
BOX
FI
SANM
AP
BEPC
SGH
HMC
TBRG
LSTR
GIFI
GDDY
SHC
BAP
MGEE
MT
ESLT
ITW
GTX
WAB
SAN
MAA
ORGO
AAT
ZTS
A
SII
WSM
NDLS
CCK
TUYA
GTES
IMKTA
TK
MNSO
FBIN
NBHC
ANIK
CLAR
TY
EFX
OPOF
KDP
EZPW
AIN
PRA
FNB
MANU
TXNM
TPIC
PCB
JBL
PNC
AEP
IHRT
ELTK
PII
SMTC
BRID
ASGN
MOD
HBCP
LYG
PRI
RLGT
UONEK
UONE
BAX
ELS
AVAH
CRBG
USAC
BUD
GYRE
GO
CABO
HTBK
CARR
TLYS
PVH
FMAO
NVR
TTEC
ARI
MPAA
AVD
UE
HWM
RECT
DOV
PROC
CAH
GTY
MSFT
HCA
RH
HRL
FULT
WINA
OGE
TAK
RGA
CARS
ESI
UMC
SUP
FUL
WEN
EPSN
KRC
GTIM
BIDU
VFC
ING
INBX
MSM
XPO
SHW
LDOS
MATW
DCTH
NNN
WWW
AVDL
WFCF
YUM
XGN
BJ
JNPR
AMTB
JLL
RHI
MVBF
BNR
WAT
HFBL
PWP
GLPI
BCC
GRMN
SRBK
CM
SONO
CZFS
ENV
QCRH
LKFN
LXFR
ENS
GSK
SCS
TFIN
PFS
HNI
SCL
DUK
TREX
KTB
SNY
MPLX
TNC
LANC
EYE
CURV
CIEN
NSC
PLXS
CBNK
THG
UCTT
KAR
SITM
ORKT
HRTG
SO
SCCO
NDSN
KW
CTAS
HCKT
GIC
EAT
LTC
THTX
UNF
WPP
PBFS
OCX
STWD
EVBN
YRD
UHS
OPAD
UNP
LIVN
AIV
DOUG
GRFS
SSP
PAYX
ORCL
LPG
CMA
AAN
HESM
XEL
RGP
LVWR
BKR
WLKP
BRC
REZI
MKTW
RYN
FHN
ALOT
SPG
CNA
WEC
CENT
CENTA
MTD
ME
BSBR
UBS
CRAI
WOOF
OIS
PM
TRP
UHT
PECO
TSN
RMAX
DLX
FSLR
ZJYL
HII
MCY
MTSI
TSQ
RYAM
TD
DTM
DMF
NGD
TLRY
BCBP
TECH
SYF
CHCO
FSI
TNET
AWR
OB
SONY
GWRE
HSIC
SMFG
OMI
RTX
CNI
BVN
BBDO
BBD
SNN
SLGN
AMSC
CI
ADNT
BLCO
AXR
MDV
JRVR
RGLD
BBSI
ESRT
RSSS
BR
INNV
ALLY
CC
EPAC
TAP
PDEX
CTVA
TXN
BRBS
RIO
BABA
TBLA
BLKB
CWK
TMHC
NOMD
VREX
CPSS
AON
NLOP
SWK
VIV
SNDR
RF
G
TRMB
RITR
ZBH
EBF
KBR
USB
FTDR
LIN
DIN
INFA
BAK
J
BDX
CLST
SSYS
FTRE
NWFL
AIR
DB
SEM
BCML
MQY
DCO
HIVE
SMP
GAIA
EIX
PRO
AVB
HUBG
SCSC
CADE
FRAF
IPG
AMRX
ICE
ETR
GNE
FTEK
JCI
VLGEA
ADP
BV
STBA
AVY
COTY
CMP
CHD
SJ
LILA
LILAK
FTI
GDOT
ED
HIG
WSR
TJX
IDYA
FFIV
SMC
WILC
ABSI
EIG
LRN
CMPR
GABC
PBH
CCI
ULH
FNV
RY
BOTJ
NODK
FE
PGC
CDRE
LKQ
ACA
DGICA
DGICB
AKAM
DSWL
LRCX
KLIC
HD
CFG
SKT
BALL
HXL
UTMD
INFN
DY
ATR
MG
BWB
CW
TLF
MKC
RPM
WBTN
AYI
SW
XRAY
SJW
MMLP
STRW
OVBC
OLN
SITC
NWE
HLI
ABBV
MAT
CPS
VNO
VTR
AMWD
SIMO
NEWT
BXP
PLOW
ANF
HPP
TRC
YY
BRX
CHMG
JKHY
VRSK
FLEX
CL
FARO
DELL
CSGS
VRSN
JBDI
KRMD
MYGN
CVBF
SSNC
LNT
BAH
CBSH
PZZA
LSBK
MNRO
AIOT
ZD
SGA
FCBC
CDP
NI
ORA
HOV
BWXT
NEP
GIB
SFBS
UL
PTVE
BBWI
HQY
UVSP
BCS
TXT
NVRO
MSEX
AXS
CMCSA
OSS
PAHC
REFI
PARA
PARAA
TFX
DOX
DHAI
CNP
MTC
TKNO
VSCO
DEA
PKG
ONIT
BPOP
APOG
SSBI
PEG
CNS
DLNG
RXO
JMIA
RRBI
AEIS
CHKP
FICO
ARAY
III
GRWG
PKE
CCS
WWD
ACU
SCI
SUPN
GATX
OI
ORRF
DEO
TGT
PROV
AM
MHK
PHI
FISI
THC
GME
JBSS
ANGO
NHC
CMS
CTSH
CSTE
ESNT
TSBK
DRQ
MAPS
NTB
MCK
FITB
CSV
FITBI
SF
TRS
PFC
AGX
TTSH
FLO
PRLB
FL
TPR
VGR
TCBS
ABT
FLS
BIRD
AIZ
REVG
EBTC
DOW
OR
CDW
SAM
SY
GFI
PHAR
NATR
MAYS
GEF
SILC
CSL
BSET
AIRG
FOXA
FOX
ETD
VLTO
EPC
ARW
ROIC
ELP
ELPC
BAC
CWBC
HVT
PBHC
MYPS
FCAP
FONR
REYN
MD
NKE
QFIN
GL
SIM
TMUS
IX
L
CCO
MED
HNST
ARMN
DEI
VNT
NNBR
CSCO
IBN
TILE
BANC
CWH
HLN
AMCR
CME
ACNB
WMK
BFS
GLNG
SAP
SILA
WBA
SEIC
UNFI
HSTM
TPH
GEHC
RVSB
BGI
PRGO
LOPE
EBAY
KRNT
IRWD
AA
TRI
CHTR
CZNC
KSS
CFSB
FPI
HAYW
ERIC
FHB
MCO
AROC
SOLV
ROG
HIW
GAP
YIBO
RBB
IROQ
CTRE
YEXT
ESSA
TWFG
PEBK
ALX
WGS
SXI
ESP
NBTB
CACC
KMT
AMTX
PACK
BBIO
GPRO
WRLD
CLPR
MAC
RBCAA
SNEX
ASO
GETY
TSEM
IART
HON
SUM
HI
CTBI
PSFE
ACIW
PLCE
TWIN
ARTNA
GVA
DG
LX
IBM
EVRG
AWK
HAFC
WES
SRCE
SIGA
SEE
KR
DLB
LEE
BK
EQR
JOUT
AAP
ENB
ZION
ATEN
ESS
AISP
DTE
OMC
IFS
NRC
OSIS
GD
CLW
ACI
OTIS
GLW
TRST
IMMR
SIRI
LSXMA
