Ticker,Oldest Date,Oldest Revenue,Newest Date,Newest Revenue,%Change Revenue,Revenue Slope,Revenue R²,Revenue-Income Correlation,Correlation-Adjusted R²,dividendYield,targetMeanPrice,trailingPE,pegRatio,trailingPegRatio,exDividendDate
SPSC,2023-09-30,135661000.0,2024-09-30,163686000.0,0.20658111026750503,70792.38688053627,0.9733933217137607,0.8347573665515441,0.8125472458526388,,,,,,
ARDT,2023-03-31,1316988000.0,2024-06-30,1470920000.0,0.11688185465623073,315258.069278739,0.9804730837744615,0.8280816177798509,0.8119117374015554,,,,,,
CORT,2023-09-30,123601000.0,2024-09-30,182546000.0,0.4768974361048859,160049.26981086904,0.986715479709522,0.8212571890538114,0.8103471812621251,,,,,,
AFRM,2023-06-30,445825000.0,2024-09-30,698479000.0,0.5667111534795043,542195.0623461248,0.9493037319574208,0.8524004000173967,0.809186880858513,,,,,,
JBI,2023-06-30,270600000.0,2024-09-30,230100000.0,-0.14966740576496673,-95791.73608228666,0.860105238852713,0.940272001740145,0.808732874643226,,,,,,
TACT,2023-06-30,19906000.0,2024-06-30,11599000.0,-0.41731136340801767,-25286.429567909494,0.8785016021236397,0.9199820713170885,0.8082057235770869,,,,,,
ELME,2023-09-30,56651000.0,2024-09-30,61055000.0,0.07773913964448995,11009.971271247307,0.9233892795633172,0.8745296192486731,0.8075312750748144,,,,,,
ADI,2023-07-31,3076495000.0,2024-07-31,2312209000.0,-0.24842751247767345,-2281933.081799552,0.8437805584088003,0.9560591383871629,0.8067041136601568,0.0163,255.27,68.01205,61.95,2.3375,2024-09-03
PESI,2023-06-30,25032000.0,2024-06-30,13986000.0,-0.4412751677852349,-33152.51208745007,0.824437961926137,0.9779610085491021,0.8062681807314512,,,,,,
INMB,2023-06-30,46000.0,2024-09-30,0.0,-1.0,-116.42150870230225,0.9528247498933248,0.8449641498809896,0.8051027547791797,,,,,,
PPSI,2023-06-30,12282000.0,2024-06-30,6340000.0,-0.48379742712913204,-17202.31907046076,0.8744802075855904,0.9201833507808167,0.8046821276076127,,,,,,
DCBO,2023-06-30,43594000.0,2024-06-30,53054000.0,0.2170023397715282,26037.647868213353,0.9877975650225053,0.8128512814801095,0.8029325165714752,,,,,,
HOPE,2023-06-30,147703000.0,2024-06-30,116931000.0,-0.20833700060256055,-89477.41366789612,0.9769659059955224,0.821843750136249,0.8029133239386183,,,,,,
SEIC,2023-06-30,489057000.0,2024-09-30,537396000.0,0.09884123936473663,123263.81991550722,0.8173996965681108,0.9808883896757086,0.801777872088107,,,,,,
AFYA,2023-06-30,712607000.0,2024-06-30,809890000.0,0.13651704235293788,300681.55063351616,0.8548427420212384,0.9371090394625469,0.8010808608670525,,,,,,
MANH,2023-06-30,231016000.0,2024-09-30,266681000.0,0.15438324618208263,85891.34545950772,0.9320277952613797,0.8593501626209006,0.8009382374250661,,,,,,
V,2018-12-31,5506000000.0,2024-06-30,8900000000.0,0.6164184525971668,1911456.101825887,0.8432766941844706,0.9486221172376521,0.7999509230544406,0.0077,322.82,31.641317,2.15,1.9188,2024-11-12
AVDX,2023-06-30,91154000.0,2024-06-30,105132000.0,0.15334488886938588,38165.32096240947,0.8135373483583851,0.9830867416372886,0.7997777809978845,,,,,,
BVN,2023-06-30,173253000.0,2024-09-30,331106000.0,0.911112650285998,305999.1391515469,0.9323821099590024,0.8575737433906595,0.7995864163080232,,,,,,
PDD,2019-09-30,7513948000.0,2024-06-30,97059531000.0,11.9172481630163,46232237.729533814,0.824379399587921,0.9698247197877145,0.7995035202041197,,166.21,12.573106,18.69,0.3882,-
WING,2019-09-30,49875000.0,2024-09-30,162498000.0,2.2581052631578946,57664.497430500596,0.9036254130075793,0.883527099698479,0.7983775403684267,,,,,,
MCFT,2023-06-30,166566000.0,2024-06-30,67182000.0,-0.5966643852887143,-226695.39148049764,0.8080475205392889,0.9869326839533602,0.7974885082076983,,,,,,
META,2018-12-31,16692000000.0,2024-09-30,40589000000.0,1.4316439012700695,11742247.823730407,0.9091965325757109,0.8749937268508688,0.7955412624783086,0.0034,639.93,27.851608,1.54,0.9495,2024-09-16
MYGN,2023-06-30,183500000.0,2024-06-30,211500000.0,0.15258855585831063,72450.88577598563,0.9862257568415775,0.8059026050100537,0.7948019065666392,,,,,,
FER,2023-06-30,2135000000.0,2023-12-31,2293000000.0,0.07400468384074942,858695.6521739131,0.806608650697915,0.9852991652707799,0.7947508302328457,,,,,,
SPNS,2019-09-30,86715000.0,2024-06-30,136800000.0,0.5775817332641412,27031.28710377921,0.9142105211772842,0.8685352712332,0.7940240829749576,,,,,,
MXL,2023-06-30,183938000.0,2024-09-30,81102000.0,-0.5590796898955083,-210777.99548537863,0.8969498787811491,0.8847631185796913,0.7935881719600855,,,,,,
AMAT,2019-10-27,3754000000.0,2024-07-31,6778000000.0,0.8055407565263719,1762420.2378551643,0.8319632819368555,0.951877520812229,0.7919271462168596,0.0083,231.28,21.600674,1.59,1.7707,2024-11-21
LOAR,2023-03-31,74246000.0,2024-06-30,97015000.0,0.3066697195808528,53838.164471972836,0.9678406872112946,0.8174668025218127,0.7911776319251308,,,,,,
ASGN,2023-06-30,1130900000.0,2024-09-30,1031000000.0,-0.08833672296401096,-240705.8502442103,0.9353486665261636,0.8448851495243839,0.7902621979753908,,,,,,
DSX,2023-06-30,67379000.0,2024-06-30,56000000.0,-0.16888051173214205,-29712.30196648002,0.9439010850655254,0.8348502863668087,0.7880160911688954,,,,,,
SPGI,2023-09-30,3084000000.0,2024-09-30,3575000000.0,0.15920881971465628,1508020.1101268854,0.8713624814645952,0.9029839402358978,0.7868263268866296,0.0072000003,581.64,44.458,2.22,1.4997,2024-11-26
CLPR,2023-09-30,35128000.0,2024-09-30,37622000.0,0.07099749487588249,8163.646157529327,0.8645604128416468,0.9098586863155147,0.7866278014684998,,,,,,
UTMD,2023-06-30,12866000.0,2024-06-30,10400000.0,-0.1916679620705736,-6657.624171078029,0.9163632245937549,0.858099094412499,0.7863304531768185,,,,,,
PGEN,2023-06-30,1767000.0,2024-06-30,717000.0,-0.5942275042444821,-2638.3774151011908,0.9697806540874437,0.8076276437279544,0.7832216645935965,,,,,,
MNDY,2023-06-30,175679000.0,2024-06-30,236106000.0,0.34396256809294223,162347.28008485105,0.9935628230056877,0.7856804873210773,0.780622922963214,,,,,,
DIOD,2023-06-30,467152000.0,2024-06-30,319771000.0,-0.31548832071788196,-434956.7790051025,0.8000032565135435,0.9756900596692331,0.78055522508328,,,,,,
THG,2023-06-30,1491300000.0,2024-09-30,1561300000.0,0.04693891235834507,139622.79599483716,0.9256593093231432,0.8431005875986577,0.7804239076065097,,,,,,
CFB,2019-09-30,34148000.0,2024-09-30,67128000.0,0.9657959470540002,23758.746570991756,0.893992962309341,0.8728221360776419,0.7802968470012178,,,,,,
CCCS,2023-06-30,211710000.0,2024-09-30,238481000.0,0.12645127769118134,52137.46737702774,0.9196106357847204,0.848211635614949,0.7800244415078609,,,,,,
VEEV,2019-10-31,280921000.0,2024-07-31,676181000.0,1.4070147835156503,219673.599159853,0.9928108901877651,0.7846943365107951,0.7790530827565803,,,,,,
HG,2023-06-30,369751000.0,2024-06-30,600424000.0,0.6238603817163443,792313.6454411681,0.8185235884971109,0.9515548362359089,0.7788700792075969,,,,,,
EVH,2023-06-30,469136000.0,2024-06-30,647145000.0,0.37944007707786226,529700.3865117435,0.9586559672351941,0.8121805666916746,0.7786017467314353,,,,,,
COFS,2023-06-30,19576000.0,2024-06-30,22454000.0,0.14701675521046179,6936.0846217058115,0.8155370937061396,0.9535576897280871,0.7776616669619849,,,,,,
PDEX,2023-09-30,11938000.0,2024-09-30,14892000.0,0.2474451331881387,9125.556619583433,0.8853007876298908,0.8783163278987731,0.7775741368769773,,,,,,
EHC,2023-09-30,1206900000.0,2024-09-30,1351000000.0,0.11939680172342365,374918.6018673689,0.8939086552315908,0.8694557067485612,0.7772139816030387,,,,,,
S,2023-07-31,149421000.0,2024-07-31,198937000.0,0.33138581591610283,132633.18522207113,0.9973480014661353,0.7778338177920472,0.7757710036476724,,,,,,
NICE,2023-06-30,581113000.0,2024-06-30,664400000.0,0.14332324349997333,245416.96686223175,0.9670143156543203,0.7998768849142047,0.7734923984730192,,,,,,
BROS,2023-06-30,249879000.0,2024-09-30,338212000.0,0.3535030954982211,200866.2614500236,0.8295847578852087,0.9320726919451376,0.7732332984787217,,,,,,
NOTV,2023-06-30,157468000.0,2024-06-30,105786000.0,-0.3282063657378007,-136662.6813117511,0.9821465953508385,0.7869574353063451,0.7729075657721546,,,,,,
REXR,2023-06-30,195766000.0,2024-09-30,241843000.0,0.23536773494886754,103173.84703735082,0.930885712839177,0.8287051510413642,0.7714297852606382,,,,,,
MORN,2023-06-30,504700000.0,2024-09-30,569400000.0,0.12819496730731128,155088.5013617781,0.9434757348375896,0.8170949372559486,0.7709092463596303,,,,,,
AXTI,2023-06-30,18595000.0,2024-06-30,27923000.0,0.5016402258671686,26177.2435836184,0.827956366039728,0.9285078277936084,0.7687639669394376,,,,,,
EVRI,2023-06-30,208717000.0,2024-06-30,191190000.0,-0.08397495172889606,-57228.23542339519,0.7952320524515625,0.966514357427386,0.7686031961808832,,,,,,
KTOS,2023-06-30,256900000.0,2024-06-30,300100000.0,0.16815881666017907,97227.05295545321,0.830905113013079,0.9228825904840948,0.7668278631439899,,,,,,
POWL,2023-06-30,192365000.0,2024-06-30,288168000.0,0.4980271878980064,259835.4028513005,0.7901295247679407,0.9698252118781602,0.7662875337692582,,,,,,
