Politician,Issuer,Ticker,Trade Type,Published Date,Trade Date,Filed After (Days),Owner,Price,Trade Size
Ro Khanna,Norwegian Cruise Line Holdings Ltd,NCLH,buy,2024-09-09,2024-08-05,32,Child,15.33,1K-15K
Ro Khanna,Fastenal Co,FAST,buy,2024-09-09,2024-08-05,32,Child,66.4,1K-15K
Ro Khanna,Ceridian HCM Holding Inc,CDAY,buy,2024-09-09,2024-08-05,32,Child,52.96,1K-15K
Ro Khanna,Raymond James Financial Inc,RJF,buy,2024-09-09,2024-08-05,32,Child,106.39,1K-15K
Ro Khanna,Regions Financial Corp,RF,buy,2024-09-09,2024-08-05,32,Child,20.41,1K-15K
Ro Khanna,Warner Bros Discover Inc,WBD,buy,2024-09-09,2024-08-05,32,Child,7.88,1K-15K
Ro Khanna,Roper Technologies Inc,ROP,buy,2024-09-09,2024-08-05,32,Child,517.53,1K-15K
Ro Khanna,Enphase Energy Inc,ENPH,buy,2024-09-09,2024-08-05,32,Child,103.39,1K-15K
Ro Khanna,Bristol-Myers Squibb Co,BMY,buy,2024-09-09,2024-08-05,32,Child,47.59,1K-15K
Ro Khanna,VERISK ANALYTICS Inc,VRSK,buy,2024-09-09,2024-08-05,32,Child,262.28,1K-15K
