Ticker,Oldest Revenue Year,Oldest Revenue,Most Recent Revenue Year,Most Recent Revenue,Percent Change
MXL,2020,478596000.0,2023,693263000.0,44.85%
DOCN,2020,318380000.0,2023,692884000.0,117.63%
FENG,2020,1208845000.0,2023,692020000.0,-42.75%
RSI,2020,278500000.0,2023,691161000.0,148.17%
LEE,2020,618004000.0,2023,691138000.0,11.83%
ECVT,2020,495920000.0,2023,691118000.0,39.36%
ATRO,2020,502587000.0,2023,689206000.0,37.13%
UPWK,2020,373628000.0,2023,689136000.0,84.44%
BTM,2020,245131200.0,2023,688967000.0,181.06%
INNV,2020,567192000.0,2023,688087000.0,21.31%
LSB,2021,257015929.0,2023,687201070.0,167.38%
WOW,2020,730200000.0,2023,686700000.0,-5.96%
LCUT,2020,769169000.0,2023,686683000.0,-10.72%
HDL,2020,221411000.0,2023,686362000.0,209.99%
CDP,2020,582354000.0,2023,684982000.0,17.62%
MPAA,2021,540782000.0,2023,683074000.0,26.31%
PTLO,2020,455471000.0,2023,679905000.0,49.28%
MQ,2020,290292000.0,2023,676171000.0,132.93%
GFR,2021,270674000.0,2023,675970000.0,149.74%
PRTS,2020,443884000.0,2023,675729000.0,52.23%
EVCM,2020,337525000.0,2023,675369000.0,100.09%
PCRX,2020,429647000.0,2023,674978000.0,57.10%
AVNS,2020,714800000.0,2023,673300000.0,-5.81%
TREE,2020,909990000.0,2023,672502000.0,-26.10%
TLYS,2021,531329000.0,2023,672280000.0,26.53%
BXMT,2020,432177000.0,2023,670665000.0,55.18%
SJW,2020,564526000.0,2023,670363000.0,18.75%
WRBY,2020,393719000.0,2023,669765000.0,70.11%
CMCM,2020,1552645000.0,2023,669503000.0,-56.88%
AHH,2020,383634000.0,2023,667158000.0,73.90%
BOH,2020,680731000.0,2023,667125000.0,-2.00%
APPS,2021,313579000.0,2023,665920000.0,112.36%
GHLD,2020,1629138000.0,2023,663862000.0,-59.25%
JOUT,2020,594209000.0,2023,663844000.0,11.72%
MCFT,2021,465962000.0,2023,662046000.0,42.08%
LZ,2020,470636000.0,2023,660727000.0,40.39%
EPR,2020,405522000.0,2023,659721000.0,62.68%
HLLY,2020,504179000.0,2023,659704000.0,30.85%
TRMK,2020,623014000.0,2023,658346000.0,5.67%
BB,2021,893000000.0,2023,656000000.0,-26.54%
DLTH,2021,638783000.0,2023,653307000.0,2.27%
CBU,2020,596401000.0,2023,651877000.0,9.30%
FRME,2020,492053000.0,2023,651002000.0,32.30%
DLO,2020,104143000.0,2023,650351000.0,524.48%
MANU,2020,509041000.0,2023,648401000.0,27.38%
SBRA,2020,598569000.0,2023,647514000.0,8.18%
MMI,2020,716906000.0,2023,645927000.0,-9.90%
ZIP,2020,418142000.0,2023,645722000.0,54.43%
GTE,2020,237838000.0,2023,636957000.0,167.81%
COUR,2020,293511000.0,2023,635764000.0,116.61%
SHIM,2021,572666000.0,2023,632806000.0,10.50%
RNST,2020,660289000.0,2023,631782000.0,-4.32%
LITB,2020,398151000.0,2023,629428000.0,58.09%
SSYS,2020,520817000.0,2023,627598000.0,20.50%
TLRY,2021,513085000.0,2023,627124000.0,22.23%
QTWO,2020,402751000.0,2023,624624000.0,55.09%
DCGO,2020,94090658.0,2023,624288642.0,563.50%
UFI,2021,667592000.0,2023,623527000.0,-6.60%
TXG,2020,298845000.0,2023,618727000.0,107.04%
CXM,2021,386930000.0,2023,618190000.0,59.77%
BANR,2020,598670000.0,2023,616124000.0,2.92%
PAY,2020,301767000.0,2023,614490000.0,103.63%
YOU,2020,230796000.0,2023,613579000.0,165.85%
NINE,2020,310851000.0,2023,609526000.0,96.08%
COOK,2020,545772000.0,2023,605882000.0,11.01%
RGLD,2020,498819000.0,2023,605717000.0,21.43%
USPH,2020,422969000.0,2023,604802000.0,42.99%
JBGS,2020,602723000.0,2023,604198000.0,0.24%
BAND,2020,343113000.0,2023,601117000.0,75.20%
APEI,2020,321785000.0,2023,600545000.0,86.63%
NRDS,2020,245300000.0,2023,599400000.0,144.35%
RAMP,2021,443026000.0,2023,596583000.0,34.66%
FRSH,2020,249659000.0,2023,596432000.0,138.90%
AWR,2020,488243000.0,2023,595699000.0,22.01%
LCID,2020,3976000.0,2023,595271000.0,14871.60%
WSBC,2020,599300000.0,2023,594694000.0,-0.77%
STR,2020,45699000.0,2023,593356000.0,1198.40%
NEO,2020,444448000.0,2023,591643000.0,33.12%
BL,2020,351737000.0,2023,589996000.0,67.74%
GLDD,2020,733601000.0,2023,589625000.0,-19.63%
KTCC,2020,449480000.0,2023,588135000.0,30.85%
WIMI,2020,766013586.0,2023,585365937.0,-23.58%
SG,2020,220615000.0,2023,584041000.0,164.73%
HOFT,2021,540081000.0,2023,583102000.0,7.97%
HRMY,2020,159742000.0,2023,582022000.0,264.35%
AVD,2020,458704000.0,2023,579371000.0,26.31%
ALNT,2020,366694000.0,2023,578634000.0,57.80%
PDM,2020,535024000.0,2023,577756000.0,7.99%
OLED,2020,428867000.0,2023,576429000.0,34.41%
AG,2020,366676000.0,2023,576385000.0,57.19%
SPHR,2021,647510000.0,2023,573831000.0,-11.38%
DV,2020,243917000.0,2023,572543000.0,134.73%
NOTV,2020,60469000.0,2023,572425000.0,846.64%
HOPE,2020,514113000.0,2023,571438000.0,11.15%
CNNE,2020,585700000.0,2023,570000000.0,-2.68%
LIND,2020,82356000.0,2023,569543000.0,591.56%
FBRT,2020,184171000.0,2023,569527000.0,209.24%
PLOW,2020,480154000.0,2023,568178000.0,18.33%
SBCF,2020,324313000.0,2023,567392000.0,74.95%
SWIM,2020,403389000.0,2023,566492000.0,40.43%
WRLD,2021,502291570.0,2023,566082770.0,12.70%
CSTE,2020,486412000.0,2023,565231000.0,16.20%
VINP,2020,348724000.0,2023,564783000.0,61.96%
GH,2020,286730000.0,2023,563948000.0,96.68%
KW,2020,454000000.0,2023,562600000.0,23.92%
JAMF,2020,269132000.0,2023,560571000.0,108.29%
UTL,2020,418600000.0,2023,557100000.0,33.09%
SKIL,2020,514021000.0,2023,555124000.0,8.00%
PYCR,2021,352777000.0,2023,552692000.0,56.67%
CNTY,2020,304268000.0,2023,550206000.0,80.83%
CMTL,2020,616715000.0,2023,549994000.0,-10.82%
REAL,2020,299949000.0,2023,549304000.0,83.13%
NWBI,2020,520718000.0,2023,547811000.0,5.20%
CVBF,2020,464243000.0,2023,547320000.0,17.90%
ASAN,2021,227004000.0,2023,547212000.0,141.06%
SITC,2020,460333000.0,2023,546275000.0,18.67%
AKA,2020,215916000.0,2023,546258000.0,153.00%
FIGS,2020,263112000.0,2023,545646000.0,107.38%
APPN,2020,304573000.0,2023,545363000.0,79.06%
RGR,2020,568868000.0,2023,543767000.0,-4.41%
FSTR,2020,497411000.0,2023,543744000.0,9.31%
SGC,2020,526697000.0,2023,543302000.0,3.15%
WILC,2020,454094000.0,2023,543262000.0,19.64%
ADC,2020,248568000.0,2023,537495000.0,116.24%
BNR,2020,429903000.0,2023,537435000.0,25.01%
BARK,2021,378604000.0,2023,535315000.0,41.39%
CBL,2019,768696000.0,2023,535286000.0,-30.36%
MGIC,2020,371194000.0,2023,535052000.0,44.14%
OPI,2020,587919000.0,2023,533553000.0,-9.25%
WTI,2020,346634000.0,2023,532656000.0,53.67%
INST,2019,258473000.0,2023,530210000.0,105.13%
BODI,2020,863582000.0,2023,527109000.0,-38.96%
IBEX,2020,405135000.0,2023,523118000.0,29.12%
XPER,2020,376101000.0,2023,521334000.0,38.62%
GNL,2020,330104000.0,2023,515070000.0,56.03%
GRPN,2020,1416868000.0,2023,514910000.0,-63.66%
BDN,2020,534852000.0,2023,514651000.0,-3.78%
BVS,2020,321161000.0,2023,512345000.0,59.53%
PRPL,2020,648471000.0,2023,510541000.0,-21.27%
WLDN,2020,390980000.0,2023,510095000.0,30.47%
CLB,2020,487267000.0,2023,509790000.0,4.62%
NVCR,2020,494366000.0,2023,509338000.0,3.03%
OPFI,2020,291014000.0,2023,508949000.0,74.89%
ODD,2020,110638000.0,2023,508685000.0,359.77%
UPST,2020,222052000.0,2023,508119000.0,128.83%
IBTX,2020,601139000.0,2023,507669000.0,-15.55%
FSLY,2020,290874000.0,2023,505988000.0,73.95%
PRLB,2020,434395000.0,2023,503877000.0,16.00%
NDLS,2020,393655000.0,2023,503405000.0,27.88%
BSM,2020,296640000.0,2023,501099000.0,68.92%
VRA,2021,468272000.0,2023,499961000.0,6.77%
MESA,2020,545070000.0,2023,498065000.0,-8.62%
DTC,2020,127444000.0,2023,494776000.0,288.23%
NARI,2020,139670000.0,2023,493632000.0,253.43%
IRTC,2020,265166000.0,2023,492681000.0,85.80%
NNBR,2020,427534000.0,2023,489270000.0,14.44%
SHLS,2020,175518000.0,2023,488939000.0,178.57%
DDD,2020,557240000.0,2023,488069000.0,-12.41%
HITI,2020,83265000.0,2023,487669000.0,485.68%
ANIP,2020,208475000.0,2023,486816000.0,133.51%
TRVG,2020,248921000.0,2023,485031000.0,94.85%
RM,2020,336054000.0,2023,483936000.0,44.01%
ACVA,2020,208357000.0,2023,481234000.0,130.97%
FORR,2020,448984000.0,2023,480779000.0,7.08%
FATBB,2020,18118000.0,2023,480457000.0,2551.82%
PFS,2020,385001000.0,2023,479283000.0,24.49%
FFIN,2020,477697000.0,2023,478049000.0,0.07%
UONEK,2020,376337000.0,2023,477690000.0,26.93%
UONE,2020,376337000.0,2023,477690000.0,26.93%
HCP,2021,211854000.0,2023,475889000.0,124.63%
IAS,2020,240633000.0,2023,474369000.0,97.13%
BHIL,2020,59070000.0,2023,473336000.0,701.31%
VITL,2020,214280000.0,2023,471857000.0,120.21%
CHPT,2021,146490000.0,2023,468094000.0,219.54%
GDEV,2020,260892000.0,2023,464549000.0,78.06%
DENN,2020,288605000.0,2023,463922000.0,60.75%
SCWX,2021,561034000.0,2023,463475000.0,-17.39%
XMTR,2020,141406000.0,2023,463406000.0,227.71%
RCKY,2020,277309000.0,2023,461833000.0,66.54%
STEM,2020,36307000.0,2023,461515000.0,1171.15%
STEL,2020,210839000.0,2023,461321000.0,118.80%
SOND,2019,142910000.0,2022,461083000.0,222.64%
SMC,2020,383473000.0,2023,458903000.0,19.67%
OLPX,2020,282250000.0,2023,458300000.0,62.37%
ZIMV,2020,912427000.0,2023,457433000.0,-49.87%
ROOT,2020,346800000.0,2023,455000000.0,31.20%
EHTH,2020,582774000.0,2023,452871000.0,-22.29%
GCMG,2020,433137000.0,2023,451987000.0,4.35%
VBTX,2020,313142000.0,2023,448808000.0,43.32%
MKTW,2020,364179000.0,2023,448182000.0,23.07%
ARMN,2020,390921000.0,2023,447674000.0,14.52%
ARAY,2020,382928000.0,2023,447605000.0,16.89%
BRLT,2020,251820000.0,2023,446382000.0,77.26%
MSC,2020,49208000.0,2023,445538000.0,805.42%
SHCR,2020,328805000.0,2023,445251000.0,35.41%
BNL,2020,321637000.0,2023,442888000.0,37.70%
IRWD,2020,389523000.0,2023,442735000.0,13.66%
BUSE,2020,401200000.0,2023,441835000.0,10.13%
TOUR,2020,450259000.0,2023,441270000.0,-2.00%
AAT,2020,344573000.0,2023,441164000.0,28.03%
ILPT,2020,254575000.0,2023,437338000.0,71.79%
ORGO,2020,338298000.0,2023,433140000.0,28.04%
RMNI,2020,326780000.0,2023,431496000.0,32.04%
PRCH,2020,72299000.0,2023,430302000.0,495.17%
LMND,2020,94400000.0,2023,429800000.0,355.30%
ERO,2020,324076000.0,2023,427480000.0,31.91%
LANV,2020,222612000.0,2023,426178000.0,91.44%
APWC,2020,313564000.0,2023,425772000.0,35.78%
NVRO,2020,362048000.0,2023,425174000.0,17.44%
GTLB,2021,152176000.0,2023,424336000.0,178.85%
DRQ,2020,364973000.0,2023,424060000.0,16.19%
YXT,2020,235822000.0,2023,424016000.0,79.80%
ML,2020,79411000.0,2023,423431000.0,433.21%
PEBO,2020,195108000.0,2023,422474000.0,116.53%
AP,2020,328544000.0,2023,422340000.0,28.55%
S,2021,93056000.0,2023,422179000.0,353.68%
NABL,2020,302871000.0,2023,421880000.0,39.29%
UHG,2020,327254305.0,2023,421474101.0,28.79%
UEIC,2020,614680000.0,2023,420457000.0,-31.60%
SASR,2020,463411000.0,2023,419336000.0,-9.51%
DOCS,2021,206897000.0,2023,419052000.0,102.54%
VMEO,2020,283218000.0,2023,417214000.0,47.31%
UE,2020,330095000.0,2023,416922000.0,26.30%
MYND,2021,448193000.0,2023,413564000.0,-7.73%
GENI,2020,149739000.0,2023,412977000.0,175.80%
BHLB,2020,381849000.0,2023,411829000.0,7.85%
PROC,2019,324792000.0,2022,409920000.0,26.21%
PPBI,2020,622305000.0,2023,409402000.0,-34.21%
NCNO,2021,204293000.0,2023,408315000.0,99.87%
OSUR,2020,171721000.0,2023,405472000.0,136.12%
VICR,2020,296576000.0,2023,405059000.0,36.58%
LXFR,2020,324800000.0,2023,405000000.0,24.69%
SFWL,2020,287464000.0,2023,404121000.0,40.58%
FLYW,2020,131783000.0,2023,403094000.0,205.88%
NAPA,2020,270648000.0,2023,402996000.0,48.90%
LPSN,2020,366620000.0,2023,401983000.0,9.65%
SST,2019,407493000.0,2023,401971000.0,-1.36%
YEXT,2021,354661000.0,2023,400850000.0,13.02%
ATRC,2020,206531000.0,2023,399245000.0,93.31%
OCFC,2020,367162000.0,2023,398715000.0,8.59%
SKIN,2020,119092000.0,2023,397991000.0,234.19%
OPRA,2020,165056000.0,2023,396755000.0,140.38%
ZUO,2021,305420000.0,2023,396087000.0,29.69%
BRCC,2020,163909000.0,2023,395623000.0,141.37%
GRNT,2020,87098000.0,2023,394069000.0,352.44%
ARIS,2020,171472000.0,2023,392118000.0,128.68%
BRSP,2020,424349000.0,2023,392105000.0,-7.60%
BRDG,2020,231948000.0,2023,390648000.0,68.42%
BSET,2020,337672000.0,2023,390136000.0,15.54%
RC,2020,384652000.0,2023,389936000.0,1.37%
MAX,2020,584814000.0,2023,388149000.0,-33.63%
NISN,2020,42190191.0,2023,386670899.0,816.49%
MPX,2020,239825000.0,2023,383729000.0,60.00%
EEX,2020,127400000.0,2023,382800000.0,200.47%
AVDX,2020,185928000.0,2023,380720000.0,104.77%
TXO,2020,108764000.0,2023,380718000.0,250.04%
OS,2022,279324000.0,2023,374921000.0,34.22%
IMAX,2020,137003000.0,2023,374839000.0,173.60%
SCOR,2020,356036000.0,2023,371343000.0,4.30%
BRKL,2020,284807000.0,2023,371306000.0,30.37%
PD,2021,213556000.0,2023,370793000.0,73.63%
IIIV,2020,150134000.0,2023,370239000.0,146.61%
CRSP,2020,543000.0,2023,370000000.0,68039.96%
BTDR,2020,186387000.0,2023,368554000.0,97.74%
FF,2020,204505000.0,2023,368250000.0,80.07%
CWAN,2020,203222000.0,2023,368168000.0,81.17%
NODK,2020,306357000.0,2023,365695000.0,19.37%
XNET,2020,186371000.0,2023,363722000.0,95.16%
CCSI,2020,331168000.0,2023,362562000.0,9.48%
CLCO,2021,161958000.0,2023,361382000.0,123.13%
FVRR,2020,189510000.0,2023,361375000.0,90.69%
REI,2020,113025138.0,2023,361056001.0,219.45%
VCYT,2020,117483000.0,2023,361051000.0,207.32%
FARO,2020,303768000.0,2023,358831000.0,18.13%
AGS,2020,167007000.0,2023,356536000.0,113.49%
INCR,2020,65035000.0,2023,355553000.0,446.71%
BRZE,2021,150191000.0,2023,355426000.0,136.65%
LVLU,2020,248656000.0,2023,355175000.0,42.84%
VPG,2020,269812000.0,2023,355048000.0,31.59%
CERT,2020,243530000.0,2023,354337000.0,45.50%
EVI,2020,235802000.0,2023,354173000.0,50.20%
AORT,2020,253227000.0,2023,354004000.0,39.80%
DCOM,2020,198977000.0,2023,352777000.0,77.30%
SAFE,2020,155427000.0,2023,352578000.0,126.84%
OBK,2020,249794000.0,2023,352452000.0,41.10%
ZEPP,2020,984703442.364502,2023,352019016.448946,-64.25%
FROG,2020,150827000.0,2023,349886000.0,131.98%
GGR,2020,364125000.0,2023,349846000.0,-3.92%
CRNT,2020,262881000.0,2023,347179000.0,32.07%
FTHM,2020,176784000.0,2023,345226000.0,95.28%
HNST,2020,300522000.0,2023,344365000.0,14.59%
BYND,2020,406785000.0,2023,343376000.0,-15.59%
NPK,2020,352627000.0,2023,340912000.0,-3.32%
LXP,2020,330448000.0,2023,340503000.0,3.04%
FARM,2020,501320000.0,2023,339964000.0,-32.19%
TBRG,2020,264488000.0,2023,339435000.0,28.34%
ANGO,2021,291010000.0,2023,338752000.0,16.41%
AKR,2020,250908000.0,2023,338692000.0,34.99%
EGIO,2019,200634000.0,2022,338598000.0,68.76%
AMBA,2021,222990000.0,2023,337606000.0,51.40%
PACK,2020,298200000.0,2023,336300000.0,12.78%
ASLE,2020,208938000.0,2023,334503000.0,60.10%
CGC,2021,546649000.0,2023,333253000.0,-39.04%
STKS,2020,141943000.0,2023,332769000.0,134.44%
NEXN,2020,211920000.0,2023,331993000.0,56.66%
WPRT,2020,252497000.0,2023,331799000.0,31.41%
AMTB,2020,262765000.0,2023,328909000.0,25.17%
ROIC,2020,284114000.0,2023,327732000.0,15.35%
PAX,2020,115017000.0,2023,327617000.0,184.84%
EB,2020,106006000.0,2023,326134000.0,207.66%
RMAX,2020,266001000.0,2023,325671000.0,22.43%
WABC,2020,206133000.0,2023,323645000.0,57.01%
STAA,2020,163460000.0,2023,322415000.0,97.24%
PRM,2019,239310000.0,2023,322108000.0,34.60%
TDUP,2020,186015000.0,2023,322022000.0,73.12%
TCX,2019,337145000.0,2022,321142000.0,-4.75%
NAAS,2020,6163000.0,2023,320078000.0,5093.54%
IBTA,2022,210702000.0,2023,320037000.0,51.89%
ITRN,2020,245627000.0,2023,319978000.0,30.27%
NHI,2020,332811000.0,2023,319835000.0,-3.90%
YALA,2020,134927410.0,2023,318877564.0,136.33%
XPOF,2020,106592000.0,2023,318660000.0,198.95%
EGRX,2019,195892000.0,2022,316610000.0,61.62%
INGN,2020,308487000.0,2023,315660000.0,2.33%
FLYX,2020,121039000.0,2023,315362000.0,160.55%
BGSF,2020,207125480.0,2023,313167000.0,51.20%
EGBN,2020,367258000.0,2023,312082000.0,-15.02%
CGNT,2021,443458000.0,2023,312062000.0,-29.63%
GB,2021,44696000.0,2023,311490000.0,596.91%
CLDT,2020,144916000.0,2023,311109000.0,114.68%
DOMA,2020,409814000.0,2023,310943000.0,-24.13%
MYPS,2020,269882000.0,2023,310886000.0,15.19%
TUSK,2020,313076000.0,2023,309492000.0,-1.14%
BIGC,2020,152368000.0,2023,309394000.0,103.06%
CDLX,2020,186892000.0,2023,309204000.0,65.45%
AILE,2020,141753000.0,2022,309170000.0,118.10%
DDI,2020,358342000.0,2023,308864000.0,-13.81%
NYMTN,2020,-207477000.0,2023,308667000.0,-248.77%
NYMT,2020,-207477000.0,2023,308667000.0,-248.77%
DOMO,2021,210180000.0,2023,308645000.0,46.85%
SEMR,2020,124875000.0,2023,307675000.0,146.39%
AMRN,2020,614060000.0,2023,306911000.0,-50.02%
AMSF,2020,339504000.0,2023,306910000.0,-9.60%
AFRI,2020,196596000.0,2023,305476000.0,55.38%
TFSL,2020,295519000.0,2023,304996000.0,3.21%
PRO,2020,252424000.0,2023,303708000.0,20.32%
MLNK,2020,199340000.0,2023,303617000.0,52.31%
PFC,2020,259047000.0,2023,300562000.0,16.03%
ME,2021,243920000.0,2023,299489000.0,22.78%
MSBI,2020,270218000.0,2023,298401000.0,10.43%
FLNT,2020,310719000.0,2023,298399000.0,-3.96%
UPLD,2020,291778000.0,2023,297852000.0,2.08%
RSKD,2020,169740000.0,2023,297610000.0,75.33%
ECAT,2021,84349807.0,2023,297441776.0,252.63%
UVSP,2020,252689000.0,2023,296821000.0,17.46%
RPAY,2020,155036000.0,2023,296627000.0,91.33%
RENT,2021,157500000.0,2023,296400000.0,88.19%
SND,2020,122340000.0,2023,295973000.0,141.93%
HCAT,2020,188845000.0,2023,295938000.0,56.71%
CRNC,2020,330967000.0,2023,294475000.0,-11.03%
SOI,2020,102976000.0,2023,292947000.0,184.48%
GRFX,2020,388852000.0,2023,291929000.0,-24.93%
MNTX,2020,167498000.0,2023,291389000.0,73.97%
KNOP,2020,279222000.0,2023,290716000.0,4.12%
FBMS,2020,183240000.0,2023,290174000.0,58.36%
MRVI,2020,284098000.0,2023,288945000.0,1.71%
EVER,2020,346935000.0,2023,287921000.0,-17.01%
SHEN,2020,220775000.0,2023,287379000.0,30.17%
DEA,2020,245078000.0,2023,287227000.0,17.20%
LOGC,2020,2541000000.0,2023,287000000.0,-88.71%
SKYT,2020,140438000.0,2023,286682000.0,104.13%
MRNO,2021,1529063.0,2023,286651914.0,18646.90%
ACIC,2020,846656000.0,2023,286543000.0,-66.16%
CLAR,2020,224007000.0,2023,286020000.0,27.68%
VFF,2020,170086000.0,2023,285603000.0,67.92%
GBDC,2020,66834000.0,2023,284434000.0,325.58%
FUFU,2021,103043585.0,2023,284106012.0,175.71%
BSTZ,2020,1486869947.0,2023,282205035.0,-81.02%
PHR,2021,148677000.0,2023,280910000.0,88.94%
OPRT,2020,335060000.0,2023,280666000.0,-16.23%
FC,2020,198456000.0,2023,280521000.0,41.35%
PMT,2020,106708000.0,2023,279897000.0,162.30%
VRE,2020,313562000.0,2023,279859000.0,-10.75%
SMHI,2020,141837000.0,2023,279511000.0,97.06%
IPI,2020,196954000.0,2023,279083000.0,41.70%
HSTM,2020,244826000.0,2023,279063000.0,13.98%
BANC,2020,243464000.0,2023,278385000.0,14.34%
NXRT,2020,204800000.0,2023,277526000.0,35.51%
KORE,2020,213760000.0,2023,276610000.0,29.40%
AMPL,2020,102464000.0,2023,276284000.0,169.64%
TCMD,2020,187130000.0,2023,274423000.0,46.65%
TIGR,2020,138496690.0,2023,272507595.0,96.76%
AVPT,2020,151533000.0,2023,271825000.0,79.38%
LADR,2020,121015000.0,2023,268987000.0,122.28%
PUBM,2020,148748000.0,2023,267014000.0,79.51%
WKME,2020,148306000.0,2023,266954000.0,80.00%
AI,2021,183217000.0,2023,266795000.0,45.62%
ZLAB,2020,48958000.0,2023,266719000.0,444.79%
ASND,2020,6953000.0,2023,266718000.0,3736.01%
GILT,2020,166135000.0,2023,266090000.0,60.16%
ARI,2020,210576000.0,2023,266007000.0,26.32%
AMBC,2020,156000000.0,2023,266000000.0,70.51%
ALKT,2020,112142000.0,2023,264831000.0,136.16%
DSX,2020,169733000.0,2023,262098000.0,54.42%
ACNT,2019,305168000.0,2022,261993000.0,-14.15%
CSR,2020,177994000.0,2023,261309000.0,46.81%
RDWR,2020,250027000.0,2023,261292000.0,4.51%
GRND,2019,108698000.0,2023,259691000.0,138.91%
GROV,2020,364271000.0,2023,259278000.0,-28.82%
DAVE,2020,121796000.0,2023,259093000.0,112.73%
AMWL,2020,245265000.0,2023,259047000.0,5.62%
CHRS,2020,475824000.0,2023,257244000.0,-45.94%
BFS,2020,225207000.0,2023,257207000.0,14.21%
PETS,2021,303583000.0,2023,256579000.0,-15.48%
EFC,2020,35151000.0,2023,256501000.0,629.71%
ETV,2020,106799267.0,2023,256415163.0,140.09%
MTLS,2020,170449000.0,2023,256128000.0,50.27%
OPAL,2020,117706000.0,2023,256108000.0,117.58%
SNDA,2020,383864000.0,2023,255322000.0,-33.49%
PKST,2020,397452000.0,2023,254284000.0,-36.02%
BIRD,2020,219296000.0,2023,254065000.0,15.85%
LEV,2020,23422623.0,2023,253495601.0,982.27%
BZFD,2020,321324000.0,2023,252677000.0,-21.36%
BRID,2020,197970000.0,2023,251636000.0,27.11%
DNA,2020,76657000.0,2023,251455000.0,228.03%
DH,2020,118317000.0,2023,251415000.0,112.49%
AGNCM,2020,-173000000.0,2023,251000000.0,-245.09%
AGNC,2020,-173000000.0,2023,251000000.0,-245.09%
AGNCN,2020,-173000000.0,2023,251000000.0,-245.09%
ALTI,2020,71225383.975905,2023,250880000.0,252.23%
SBSI,2020,235979000.0,2023,250861000.0,6.31%
FCPT,2020,170944000.0,2023,250606000.0,46.60%
VYGR,2020,171128000.0,2023,250008000.0,46.09%
HAFC,2020,222594000.0,2023,249507000.0,12.09%
IMCR,2020,30114000.0,2023,249428000.0,728.28%
CMTG,2020,273068000.0,2023,248892000.0,-8.85%
NUTX,2020,274029061.0,2023,247646316.0,-9.63%
BFST,2020,146672000.0,2023,247422000.0,68.69%
AIRTP,2021,175121000.0,2023,247323000.0,41.23%
CPF,2020,242881000.0,2023,246971000.0,1.68%
CFB,2020,171982000.0,2023,245438000.0,42.71%
PHAR,2020,212174000.0,2023,245316000.0,15.62%
RKLB,2020,35160000.0,2023,244592000.0,595.65%
AUDC,2020,220774000.0,2023,244383000.0,10.69%
HFWA,2020,238226000.0,2023,243818000.0,2.35%
RDW,2021,137601000.0,2023,243800000.0,77.18%
CTLP,2020,163153000.0,2023,243641000.0,49.33%
PX,2020,67368000.0,2023,241734000.0,258.83%
ARWR,2020,87992000.0,2023,240735000.0,173.59%
CIA,2020,238847000.0,2023,240680000.0,0.77%
GLPG,2020,478053000.0,2023,239724000.0,-49.85%
RQI,2020,-74955172.0,2023,237956222.0,-417.46%
SMRT,2020,52534000.0,2023,236838000.0,350.83%
PBYI,2020,225110000.0,2023,235637000.0,4.68%
NYAX,2020,78783000.0,2023,235491000.0,198.91%
OSPN,2020,215691000.0,2023,235106000.0,9.00%
CULP,2020,256166000.0,2023,234934000.0,-8.29%
RVNC,2020,15325000.0,2023,234040000.0,1427.18%
GAB,2020,172793166.0,2023,233762521.0,35.28%
RGS,2021,411651000.0,2023,233326000.0,-43.32%
CLBK,2020,252843000.0,2023,233255000.0,-7.75%
CYRX,2020,78696000.0,2023,233255000.0,196.40%
MX,2020,507059000.0,2023,230051000.0,-54.63%
TUYA,2020,179874000.0,2023,229990000.0,27.86%
TTGT,2020,148376000.0,2023,229963000.0,54.99%
OLO,2020,98424000.0,2023,228289000.0,131.94%
ELME,2020,176004000.0,2023,227911000.0,29.49%
HURC,2020,170627000.0,2023,227807000.0,33.51%
GRWG,2020,193365000.0,2023,225882000.0,16.82%
PGC,2020,189362000.0,2023,225830000.0,19.26%
BLDE,2020,23434000.0,2023,225180000.0,860.91%
ALX,2020,199142000.0,2023,224962000.0,12.97%
MOND,2020,65796000.0,2023,223325000.0,239.42%
GSBC,2020,212188000.0,2023,223288000.0,5.23%
INDI,2020,22610000.0,2023,223169000.0,887.04%
DSP,2020,165251000.0,2023,222934000.0,34.91%
RDIB,2020,77862000.0,2023,222744000.0,186.08%
RDI,2020,77862000.0,2023,222744000.0,186.08%
KPLT,2020,247200000.0,2023,221588000.0,-10.36%
ACB,2020,268703000.0,2022,221339000.0,-17.63%
EWCZ,2020,103407000.0,2023,221024000.0,113.74%
BATL,2020,148289000.0,2023,220762000.0,48.87%
CMBM,2020,278459000.0,2023,220195000.0,-20.92%
KRNT,2020,193331000.0,2023,219786000.0,13.68%
MLAB,2021,133937000.0,2023,219080000.0,63.57%
KIND,2020,123284000.0,2023,218309000.0,77.08%
CCNE,2020,159635000.0,2023,218139000.0,36.65%
WALD,2020,94428000.0,2023,218138000.0,131.01%
SMWB,2020,93486000.0,2023,218019000.0,133.21%
AAOI,2020,234623000.0,2023,217646000.0,-7.24%
SDGR,2020,108095000.0,2023,216666000.0,100.44%
FNA,2020,110981000.0,2023,216389000.0,94.98%
OOMA,2020,151593000.0,2023,216165000.0,42.60%
BIGZ,2021,-639699188.0,2023,215583023.0,-133.70%
TMP,2020,295947000.0,2023,215517000.0,-27.18%
NC,2020,128432000.0,2023,214794000.0,67.24%
LFVN,2021,220181000.0,2023,213398000.0,-3.08%
FISI,2020,182057000.0,2023,212176000.0,16.54%
FPH,2020,153619000.0,2023,211732000.0,37.83%
CAN,2020,68523716.95774,2023,211477000.0,208.62%
THFF,2020,188822000.0,2023,209964000.0,11.20%
LASR,2020,222789000.0,2023,209921000.0,-5.78%
