Ticker,Oldest Revenue Year,Oldest Revenue,Most Recent Revenue Year,Most Recent Revenue,Percent Change
HIPO,2020,51600000.0,2023,209700000.0,306.40%
ALEX,2020,190300000.0,2023,208900000.0,9.77%
SVM,2021,192105000.0,2023,208129000.0,8.34%
GSBD,2020,146589000.0,2023,207993000.0,41.89%
BCAT,2020,128559883.0,2023,206902583.0,60.94%
EXK,2020,138461000.0,2023,205463000.0,48.39%
MFA,2020,-555867000.0,2023,205457000.0,-136.96%
CIM,2020,226403000.0,2023,204768000.0,-9.56%
MVST,2019,76434000.0,2022,204495000.0,167.54%
BWEN,2020,198496000.0,2023,203477000.0,2.51%
WGS,2020,179322000.0,2023,202566000.0,12.96%
EOLS,2020,56540000.0,2023,202085000.0,257.42%
FFIC,2020,206206000.0,2023,201740000.0,-2.17%
VTEX,2020,98676000.0,2023,201517000.0,104.22%
BCOV,2020,197353000.0,2023,201187000.0,1.94%
PACB,2020,78893000.0,2023,200521000.0,154.17%
LGO,2020,119987000.0,2023,198684000.0,65.59%
WTO,2021,246899000.0,2023,197564000.0,-19.98%
LTC,2020,159337000.0,2023,197244000.0,23.79%
AIRS,2020,62766000.0,2023,195917000.0,212.14%
INSG,2020,313832000.0,2023,195688000.0,-37.65%
ONL,2020,53474000.0,2023,195041000.0,264.74%
AKBA,2020,294644000.0,2023,194623000.0,-33.95%
NRDY,2020,103968000.0,2023,193399000.0,86.02%
WASH,2020,226886000.0,2023,193238000.0,-14.83%
CTKB,2020,92839000.0,2023,193015000.0,107.90%
VNDA,2020,248168000.0,2023,192640000.0,-22.38%
HTBK,2020,151812000.0,2023,192222000.0,26.62%
POWW,2021,62482330.0,2023,191439801.0,206.39%
PL,2021,113168000.0,2023,191256000.0,69.00%
AOUT,2021,276687000.0,2023,191209000.0,-30.89%
TRST,2020,170750000.0,2023,190160000.0,11.37%
DM,2020,16470000.0,2023,189698000.0,1051.78%
STCN,2020,782813000.0,2023,189087000.0,-75.85%
SILA,2020,165781000.0,2023,189065000.0,14.05%
FTK,2020,53141000.0,2023,188058000.0,253.88%
MAPS,2020,161791000.0,2023,187993000.0,16.19%
AAME,2019,198179000.0,2022,187851000.0,-5.21%
CASS,2020,139921000.0,2023,187334000.0,33.89%
TMCI,2020,57365000.0,2023,187118000.0,226.19%
AIV,2020,151451000.0,2023,186995000.0,23.47%
JMIA,2020,159366000.0,2023,186402000.0,16.96%
GTY,2020,147346000.0,2023,185846000.0,26.13%
BTMD,2020,116568000.0,2023,185360000.0,59.01%
ARKR,2020,106490000.0,2023,184793000.0,73.53%
ZYXI,2020,80122000.0,2023,184322000.0,130.05%
IMPP,2020,20302052.0,2023,183725820.0,804.96%
VMD,2020,131309000.0,2023,183008000.0,39.37%
HBNC,2020,219933000.0,2023,182762000.0,-16.90%
GENK,2020,62658000.0,2023,181007000.0,188.88%
DCBO,2020,62917000.0,2023,180839000.0,187.42%
XBP,2019,251512000.0,2022,180492000.0,-28.24%
FMNB,2020,132352000.0,2023,179647000.0,35.73%
CIO,2020,160840000.0,2023,179096000.0,11.35%
NCTY,2020,625488.0,2023,179049077.0,28525.50%
HMST,2020,328022000.0,2023,178773000.0,-45.50%
KRNY,2021,206207000.0,2023,178616000.0,-13.38%
VTMX,2021,160786358.0,2022,178025461.0,10.72%
AMTD,2020,100394047.22439,2023,177338000.0,76.64%
SILK,2020,75227000.0,2023,177134000.0,135.47%
FOA,2019,847597000.0,2023,177031000.0,-79.11%
SGMO,2020,118192000.0,2023,176232000.0,49.11%
KREF,2020,125628000.0,2023,175221000.0,39.48%
KLTR,2020,120440000.0,2023,175172000.0,45.44%
MNTK,2020,100383000.0,2023,174904000.0,74.24%
FFWM,2020,243846000.0,2023,174850000.0,-28.29%
ENFN,2020,79565000.0,2023,174535000.0,119.36%
MITK,2020,101310000.0,2023,172552000.0,70.32%
EBTC,2020,147381000.0,2023,170693000.0,15.82%
WEAV,2020,79896000.0,2023,170468000.0,113.36%
ADPT,2020,98382000.0,2023,170276000.0,73.08%
CLSK,2020,10028701.0,2023,169765000.0,1592.79%
XNCR,2020,122694000.0,2023,168338000.0,37.20%
ANIK,2020,130457000.0,2023,166662000.0,27.75%
ZVIA,2020,110025000.0,2023,166424000.0,51.26%
MSEX,2020,141592000.0,2023,166274000.0,17.43%
MUX,2020,104789000.0,2023,166231000.0,58.63%
ALRS,2020,227510000.0,2023,166166000.0,-26.96%
TELL,2020,37434000.0,2023,166128000.0,343.79%
NCMI,2020,90400000.0,2023,165200000.0,82.74%
PDI,2020,-170746000.0,2023,164909000.0,-196.58%
SNCR,2020,291670000.0,2023,164196000.0,-43.70%
XERS,2020,20435000.0,2023,163914000.0,702.12%
ONTF,2020,156941000.0,2023,163708000.0,4.31%
MOFG,2020,191584000.0,2023,162595000.0,-15.13%
EVGO,2020,13049000.0,2023,160953000.0,1133.45%
CIVB,2020,116041000.0,2023,160239000.0,38.09%
BCG,2020,110429573.0,2023,159859000.0,44.76%
SHBI,2020,63346000.0,2023,159650000.0,152.03%
AXGN,2020,112300000.0,2023,159012000.0,41.60%
TRUE,2020,278678000.0,2023,158706000.0,-43.05%
ULBI,2020,107712000.0,2023,158644000.0,47.29%
MTTR,2020,85884000.0,2023,157748000.0,83.68%
BLND,2020,96029000.0,2023,156846000.0,63.33%
CERS,2020,91920000.0,2023,156367000.0,70.11%
CAC,2020,183044000.0,2023,156333000.0,-14.59%
AGEN,2020,88170000.0,2023,156314000.0,77.29%
BBAI,2019,73626000.0,2023,155164000.0,110.75%
AMPS,2020,45278000.0,2023,155162000.0,242.69%
BASE,2021,103285000.0,2023,154824000.0,49.90%
NAII,2020,118876000.0,2023,154015000.0,29.56%
STRO,2020,42722000.0,2023,153731000.0,259.84%
VALN,2020,110321000.0,2023,153712000.0,39.33%
SKLZ,2020,229047000.0,2023,152079000.0,-33.60%
ASRT,2020,106275000.0,2023,152069000.0,43.09%
DTI,2021,77379000.0,2023,152034000.0,96.48%
DHX,2020,111167000.0,2023,151878000.0,36.62%
BDJ,2020,-16753750.0,2023,151492021.0,-1004.23%
GIFI,2020,117729000.0,2023,151067000.0,28.32%
EXFY,2020,88072000.0,2023,150687000.0,71.10%
ETW,2020,76661069.0,2023,150620538.0,96.48%
CLPS,2020,89415798.0,2023,150356539.0,68.15%
YIBO,2020,132791000.0,2023,150222000.0,13.13%
PGRU,2020,82095000.0,2023,150135000.0,82.88%
TALK,2020,76190000.0,2023,150045000.0,96.94%
ABLV,2020,71276401.0,2023,148999819.0,109.05%
KIDS,2020,71078000.0,2023,148732000.0,109.25%
NRC,2020,133277000.0,2023,148580000.0,11.48%
WSR,2020,123564000.0,2023,147920000.0,19.71%
FGEN,2020,176319000.0,2023,147752000.0,-16.20%
GOOD,2020,133152000.0,2023,147584000.0,10.84%
RWT,2020,-364172000.0,2023,147115000.0,-140.40%
TCBX,2020,69194000.0,2023,147057000.0,112.53%
MVBF,2020,117105000.0,2023,146483000.0,25.09%
KPTI,2020,108085000.0,2023,146033000.0,35.11%
OGI,2020,86795000.0,2022,145809000.0,67.99%
FSP,2020,245848000.0,2023,145707000.0,-40.73%
TLS,2020,179917000.0,2023,145378000.0,-19.20%
TVTX,2020,198321000.0,2023,145238000.0,-26.77%
TYGO,2021,43642000.0,2023,145233000.0,232.78%
ASPS,2020,365547000.0,2023,145066000.0,-60.32%
WBX,2020,19677000.0,2023,143769000.0,630.64%
NMFC,2020,56901000.0,2023,143675000.0,152.50%
PLBY,2020,147662000.0,2023,142950000.0,-3.19%
ATER,2020,185704000.0,2023,142566000.0,-23.23%
ALOT,2021,116033000.0,2023,142527000.0,22.83%
KMDA,2020,133246000.0,2023,142519000.0,6.96%
NCSM,2020,106977000.0,2023,142471000.0,33.18%
ZBAO,2021,45614718.0,2023,142102834.0,211.53%
API,2020,133564000.0,2023,141538000.0,5.97%
GMRE,2020,93518000.0,2023,140934000.0,50.70%
BLNK,2020,6209000.0,2023,140129000.0,2156.87%
CTV,2020,68801000.0,2023,139882000.0,103.31%
SIBN,2020,73387000.0,2023,138886000.0,89.25%
CLPR,2020,122850000.0,2023,138205000.0,12.50%
LAW,2020,68444000.0,2023,138090000.0,101.76%
JRSH,2021,90213361.0,2023,138063309.0,53.04%
BCSF,2020,13910000.0,2023,137990000.0,892.02%
CARE,2020,127947000.0,2023,136613000.0,6.77%
NFBK,2020,141280000.0,2023,136563000.0,-3.34%
LLAP,2020,24879000.0,2023,135915000.0,446.30%
HBCP,2020,106516000.0,2023,135328000.0,27.05%
BTOC,2021,9017286.0,2023,135044436.0,1397.62%
BYU,2020,28268801.0,2023,134626067.0,376.24%
RBB,2020,118711000.0,2023,134272000.0,13.11%
AROW,2020,131860000.0,2023,133949000.0,1.58%
AIOT,2020,113593000.0,2023,133736000.0,17.73%
ICLK,2020,254745000.0,2023,133217000.0,-47.71%
MFIC,2020,-95788000.0,2023,133151000.0,-239.01%
BTZ,2020,163672089.0,2023,132834566.0,-18.84%
NOTE,2020,65157000.0,2023,132645000.0,103.58%
SRDX,2020,94864000.0,2023,132584000.0,39.76%
KVHI,2020,158733000.0,2023,132379000.0,-16.60%
HOUR,2020,38655264.0,2023,132124202.0,241.80%
LTRX,2020,59878000.0,2023,131189000.0,119.09%
KINS,2019,145119966.0,2022,130159290.0,-10.31%
GAN,2020,35159000.0,2023,129419000.0,268.10%
EPM,2020,29599296.0,2023,128514000.0,334.18%
WSBF,2020,292871000.0,2023,127972000.0,-56.30%
VERI,2020,57708000.0,2023,127560000.0,121.04%
HRTX,2020,88638000.0,2023,127044000.0,43.33%
CIFR,2022,3037000.0,2023,126842000.0,4076.56%
QD,2020,3687973887.0,2023,126338353.0,-96.57%
MCRB,2020,33215000.0,2023,126325000.0,280.33%
INFU,2020,97388000.0,2023,125785000.0,29.16%
FRST,2019,93458000.0,2022,125743000.0,34.54%
OCSL,2020,52315000.0,2023,125204000.0,139.33%
TRIN,2020,23822000.0,2023,124551000.0,422.84%
GEOS,2020,87835000.0,2023,124509000.0,41.75%
ARDX,2020,7571000.0,2023,124456000.0,1543.85%
SILC,2020,107398000.0,2023,124131000.0,15.58%
KNDI,2020,76920513.0,2023,123599232.0,60.68%
FCEL,2020,70871000.0,2023,123394000.0,74.11%
PNRG,2020,58421000.0,2023,123125000.0,110.75%
NTST,2020,33223000.0,2023,123117000.0,270.58%
KYN,2020,-774086000.0,2023,123109000.0,-115.90%
RSVR,2021,80245664.0,2023,122286530.0,52.39%
TRTX,2020,-27664000.0,2023,122068000.0,-541.25%
BRBS,2020,100360000.0,2023,121582000.0,21.15%
QTRX,2020,79955000.0,2023,121139000.0,51.51%
CMCT,2020,77208000.0,2023,119258000.0,54.46%
JYNT,2020,58682976.0,2023,117696356.0,100.56%
LPRO,2020,108892000.0,2023,117460000.0,7.87%
EH,2020,180093000.0,2023,117426000.0,-34.80%
CCLD,2020,105122000.0,2023,117059000.0,11.36%
RIGL,2020,108621000.0,2023,116882000.0,7.61%
GNTY,2020,106035000.0,2023,116589000.0,9.95%
INVE,2020,86920000.0,2023,116383000.0,33.90%
ESPR,2020,227547000.0,2023,116334000.0,-48.87%
ALAB,2022,79872000.0,2023,115794000.0,44.97%
CDRO,2019,61583000.0,2022,115747000.0,87.95%
SEG,2021,82620000.0,2023,115678000.0,40.01%
ISPR,2021,63414783.0,2023,115605536.0,82.30%
HPH,2020,129483000.0,2023,114440000.0,-11.62%
CBAN,2020,79489000.0,2023,113878000.0,43.26%
AZI,2021,67223000.0,2023,113541000.0,68.90%
GYRE,2021,89587235.84506,2023,113450000.0,26.64%
WVE,2020,20077000.0,2023,113305000.0,464.35%
CHCT,2020,75684000.0,2023,112845000.0,49.10%
SGA,2020,95813000.0,2023,112773000.0,17.70%
HBIO,2020,102100000.0,2023,112250000.0,9.94%
RNP,2020,19756705.0,2023,111823807.0,466.00%
OFLX,2020,105796000.0,2023,111465000.0,5.36%
PNST,2021,25017000.0,2023,111273000.0,344.79%
SHIP,2020,63345000.0,2023,110234000.0,74.02%
LUNA,2019,70516000.0,2022,109497000.0,55.28%
AMSWA,2021,111408000.0,2023,108252000.0,-2.83%
TBLD,2021,-4492890.0,2023,108157494.0,-2507.30%
BCBP,2020,88522000.0,2023,108150000.0,22.17%
SRG,2019,168633000.0,2022,107055000.0,-36.52%
KUKE,2020,162881000.0,2023,106937000.0,-34.35%
CION,2020,-2204000.0,2023,106613000.0,-4937.25%
RRBI,2020,91115000.0,2023,106568000.0,16.96%
LAB,2020,138144000.0,2023,106340000.0,-23.02%
DSL,2020,-115721607.0,2023,106096324.0,-191.68%
WYY,2020,180343015.0,2023,106026360.0,-41.21%
SPIR,2020,28490000.0,2023,105703000.0,271.02%
NEWT,2019,88791000.0,2022,105170000.0,18.45%
BMRC,2020,105209000.0,2023,104967000.0,-0.23%
BCML,2020,86718000.0,2023,104449000.0,20.45%
LFCR,2021,100874000.0,2023,103269000.0,2.37%
CZNC,2020,90847000.0,2023,103135000.0,13.53%
BLDP,2020,103877000.0,2023,102368000.0,-1.45%
BLZE,2020,53784000.0,2023,102019000.0,89.68%
CTMX,2020,68427000.0,2023,101214000.0,47.92%
STHO,2021,221827000.0,2023,101173000.0,-54.39%
PFIS,2020,96443000.0,2023,100905000.0,4.63%
TSVT,2020,248122000.0,2023,100387000.0,-59.54%
LVO,2021,65230000.0,2023,99611000.0,52.71%
BWFG,2020,57719000.0,2023,99310000.0,72.06%
PCB,2020,77929000.0,2023,99187000.0,27.28%
ARQ,2020,67363000.0,2023,99183000.0,47.24%
ARTNA,2020,88141000.0,2023,98861000.0,12.16%
FONR,2020,85690462.0,2023,98645101.0,15.12%
EGAN,2020,72729000.0,2023,98011000.0,34.76%
CHMG,2020,82870000.0,2023,97959000.0,18.21%
GORO,2020,90692000.0,2023,97728000.0,7.76%
BCAL,2020,48334000.0,2023,97517000.0,101.76%
CTRM,2020,12487692.0,2023,97515511.0,680.89%
RGCO,2020,63075391.0,2023,97439765.0,54.48%
CEVA,2020,100326000.0,2023,97419000.0,-2.90%
ALEC,2020,21098000.0,2023,97062000.0,360.05%
SPRO,2020,258000.0,2023,96735000.0,37394.19%
AKYA,2020,42443000.0,2023,96633000.0,127.68%
BOC,2020,45743463.0,2023,96253736.0,110.42%
UHT,2020,78010000.0,2023,95575000.0,22.52%
FMAO,2020,74866000.0,2023,94691000.0,26.48%
BKSY,2020,21135000.0,2023,94492000.0,347.09%
EVBN,2020,76162000.0,2023,94130000.0,23.59%
MKFG,2020,71851000.0,2023,93784000.0,30.53%
FGBI,2020,97115000.0,2023,93478000.0,-3.75%
ALLT,2020,135922000.0,2023,93150000.0,-31.47%
FLIC,2020,116114000.0,2023,92961000.0,-19.94%
AGMH,2020,53305.0,2023,92907172.0,174193.54%
ACR,2020,-143497000.0,2023,91876000.0,-164.03%
CZFS,2020,73613000.0,2023,91865000.0,24.79%
ALVO,2020,66616000.0,2023,91434000.0,37.26%
XTNT,2020,53337000.0,2023,91303000.0,71.18%
LANDM,2020,57031000.0,2023,90398000.0,58.51%
RGNX,2020,154567000.0,2023,90242000.0,-41.62%
NKTR,2020,152915000.0,2023,90122000.0,-41.06%
WHG,2020,65111000.0,2023,89781000.0,37.89%
USAS,2020,27883000.0,2023,89562000.0,221.21%
DRCT,2019,6271107.0,2022,89359733.0,1324.94%
ZEO,2021,24589664.0,2022,88963855.0,261.79%
IPW,2020,39938472.0,2023,88902048.0,122.60%
BETR,2021,1311599000.0,2023,88500000.0,-93.25%
CWBC,2020,76458000.0,2023,88113000.0,15.24%
CSLR,2020,29378000.0,2023,87616000.0,198.24%
SFST,2020,107163000.0,2023,87514000.0,-18.34%
CRON,2020,46719000.0,2023,87241000.0,86.74%
HUT,2022,79185000.0,2023,86737000.0,9.54%
SLRC,2020,23602000.0,2023,86543000.0,266.68%
CVU,2020,87584690.0,2023,86466321.0,-1.28%
SAGE,2020,1114200000.0,2023,86455000.0,-92.24%
UCL,2020,89569000.0,2023,85576000.0,-4.46%
YMAB,2020,20750000.0,2023,84819000.0,308.77%
DIBS,2020,81863000.0,2023,84684000.0,3.45%
FBIO,2020,45599000.0,2023,84513000.0,85.34%
FBIOP,2020,45599000.0,2023,84513000.0,85.34%
TZOO,2020,53601000.0,2023,84477000.0,57.60%
VLN,2020,56910000.0,2023,84161000.0,47.88%
PET,2020,11970000.0,2023,83916000.0,601.05%
NIPG,2020,5673603.0,2023,83668441.0,1374.70%
RMTI,2020,62197000.0,2023,83612000.0,34.43%
CDXC,2020,59257000.0,2023,83570000.0,41.03%
EBMT,2020,90353000.0,2023,83312000.0,-7.79%
OUST,2020,18904000.0,2023,83279000.0,340.54%
TOPS,2020,60222000.0,2023,82949000.0,37.74%
URGN,2020,11799000.0,2023,82713000.0,601.02%
USIO,2020,32251823.0,2023,82591109.0,156.08%
GTHX,2020,45285000.0,2023,82511000.0,82.20%
ISTR,2020,85668000.0,2023,82381000.0,-3.84%
RTC,2020,51544395.634672,2023,82249571.0,59.57%
ICG,2020,54603000.0,2023,82225000.0,50.59%
THTX,2020,66053000.0,2023,81764000.0,23.79%
BROG,2019,44085374.0,2022,81540776.0,84.96%
ACRE,2020,78688000.0,2023,81432000.0,3.49%
SGHT,2020,27640000.0,2023,81056000.0,193.26%
SSTI,2019,40752000.0,2022,81003000.0,98.77%
RUM,2020,4557553.0,2023,80963451.0,1676.47%
COFS,2020,73769000.0,2023,80791000.0,9.52%
MNY,2021,61882481.0,2023,80671081.0,30.36%
FNLC,2020,77952000.0,2023,80644000.0,3.45%
GAIA,2020,66827000.0,2023,80423000.0,20.35%
EVLV,2020,4785000.0,2023,80418000.0,1580.63%
NTIC,2020,47638691.0,2023,79902952.0,67.73%
SPRU,2020,20338000.0,2023,79859000.0,292.66%
PBFS,2020,64470000.0,2023,79689000.0,23.61%
MNSB,2020,53428000.0,2023,79585000.0,48.96%
LUNR,2020,44257000.0,2023,79521000.0,79.68%
NVTS,2020,11849000.0,2023,79456000.0,570.57%
GPMT,2020,104926000.0,2023,79443000.0,-24.29%
ENTA,2020,122473000.0,2023,79204000.0,-35.33%
DERM,2020,44531000.0,2023,79181000.0,77.81%
WNEB,2020,73681000.0,2023,78809000.0,6.96%
BAFN,2020,123815000.0,2023,78761000.0,-36.39%
ARVN,2020,25900000.0,2023,78500000.0,203.09%
WTBA,2020,91973000.0,2023,78475000.0,-14.68%
TORO,2021,29264268.0,2023,78468574.0,168.14%
EDIT,2020,90732000.0,2023,78123000.0,-13.90%
GAUZ,2021,7312000.0,2023,77980000.0,966.47%
DSWL,2021,64886000.0,2023,77337000.0,19.19%
GHI,2020,35728703.0,2023,76276367.0,113.49%
FINW,2020,42073000.0,2023,76239000.0,81.21%
TLF,2020,64084000.0,2023,76229000.0,18.95%
ZYME,2020,38951000.0,2023,76012000.0,95.15%
AXTI,2020,95361000.0,2023,75795000.0,-20.52%
IREN,2021,7898000.0,2023,75509000.0,856.05%
CRWS,2021,79164000.0,2023,75053000.0,-5.19%
SDIG,2020,4118384.0,2023,74966300.0,1720.28%
SNAL,2019,86307757.0,2022,74444141.0,-13.75%
BKTI,2020,44139000.0,2023,74094000.0,67.87%
INUV,2020,44640007.0,2023,73911528.0,65.57%
PDLB,2020,49593000.0,2023,73866000.0,48.94%
PSNL,2020,78648000.0,2023,73481000.0,-6.57%
SLNG,2020,41550000.0,2023,73114000.0,75.97%
FDBC,2020,55392000.0,2023,72696000.0,31.24%
TACT,2020,30595000.0,2023,72631000.0,137.39%
RFIL,2020,43044000.0,2023,72168000.0,67.66%
MBCN,2020,49378000.0,2023,71894000.0,45.60%
OPRX,2020,43313323.0,2023,71521506.0,65.13%
SIEB,2020,54872000.0,2023,71514000.0,30.33%
YORW,2020,53852000.0,2023,71031000.0,31.90%
OPTN,2020,49117000.0,2023,70987000.0,44.53%
PKBK,2020,66828000.0,2023,70906000.0,6.10%
LCNB,2020,70931000.0,2023,70648000.0,-0.40%
MDXH,2020,18460000.0,2023,70193000.0,280.24%
NWFL,2020,58256000.0,2023,70191000.0,20.49%
CDXS,2020,69056000.0,2023,70143000.0,1.57%
LAZR,2020,13951000.0,2023,69779000.0,400.17%
FRGE,2020,47756000.0,2023,69390000.0,45.30%
WULF,2022,15033000.0,2023,69229000.0,360.51%
LUNG,2020,32733000.0,2023,68675000.0,109.80%
PEBK,2020,60750000.0,2023,68635000.0,12.98%
SMLR,2020,38603000.0,2023,68184000.0,76.63%
SBT,2020,110101000.0,2023,67745000.0,-38.47%
BEEM,2020,6210350.0,2023,67352000.0,984.51%
FRAF,2020,55957000.0,2023,67253000.0,20.19%
RCON,2020,65760651.0,2023,67114378.0,2.06%
BAER,2020,13413069.0,2023,66708000.0,397.34%
ABL,2020,27370319.0,2023,66401451.0,142.60%
FLUX,2020,16842000.0,2023,66337000.0,293.88%
BFLY,2020,46252000.0,2023,65900000.0,42.48%
ETB,2020,17127559.0,2023,65814644.0,284.26%
PLX,2020,62898000.0,2023,65494000.0,4.13%
FNWB,2020,59804000.0,2023,65452000.0,9.44%
NPCE,2020,41138000.0,2023,65421000.0,59.03%
FNWD,2020,64029000.0,2023,65301000.0,1.99%
MOGO,2020,44245000.0,2023,65221000.0,47.41%
BLW,2020,37923295.0,2023,64794314.0,70.86%
DFLI,2020,47187000.0,2023,64392000.0,36.46%
PVBC,2020,58015000.0,2023,64078000.0,10.45%
CDTX,2020,12067000.0,2023,63905000.0,429.58%
RVSB,2021,56007000.0,2023,63800000.0,13.91%
MRAM,2020,42031000.0,2023,63765000.0,51.71%
PSTL,2020,24444000.0,2023,63712000.0,160.64%
FATE,2020,31434000.0,2023,63533000.0,102.12%
HNVR,2020,28486000.0,2023,63340000.0,122.35%
PWOD,2020,60391000.0,2023,63339000.0,4.88%
LNZA,2020,18353000.0,2023,62631000.0,241.26%
TOYO,2023,62377390.0,2023,62377390.0,0.00%
SOPH,2020,28400000.0,2023,62371000.0,119.62%
OPOF,2020,48498000.0,2023,61852000.0,27.54%
DLY,2020,-8772348.0,2023,61289930.0,-798.67%
OSS,2020,51895388.0,2023,60896797.0,17.35%
EQC,2020,66278000.0,2023,60524000.0,-8.68%
EDAP,2020,41662000.0,2023,60423000.0,45.03%
ADAP,2020,3958000.0,2023,60281000.0,1423.02%
PXLW,2020,40855000.0,2023,59677000.0,46.07%
SLP,2020,41589000.0,2023,59577000.0,43.25%
VIVK,2020,1457781.0,2023,59321752.0,3969.32%
AIXI,2020,13856734.0,2023,59165259.0,326.98%
OVBC,2020,49420000.0,2023,58656000.0,18.69%
TELA,2020,18213000.0,2023,58453000.0,220.94%
PFIE,2020,21458609.0,2023,58208060.0,171.26%
ARBK,2020,25835070.935034,2023,57721000.0,123.42%
INTG,2020,58017000.0,2023,57607000.0,-0.71%
TBPH,2020,71857000.0,2023,57424000.0,-20.09%
AGBA,2020,916475.0,2023,57402775.0,6163.43%
REFI,2022,48857628.0,2023,57327489.0,17.34%
MGNX,2020,97764000.0,2023,57193000.0,-41.50%
SHLT,2020,40164000.0,2023,57075000.0,42.10%
SBFG,2020,66026000.0,2023,56994000.0,-13.68%
CURI,2020,39621000.0,2023,56889000.0,43.58%
BFIN,2020,51253000.0,2023,56839000.0,10.90%
LARK,2020,63842000.0,2023,56522000.0,-11.47%
NNDM,2020,3399000.0,2023,56314000.0,1556.78%
AIRG,2020,48502000.0,2023,56040000.0,15.54%
CCRD,2020,35873000.0,2023,56004000.0,56.12%
RWAY,2020,51379000.0,2023,55876000.0,8.75%
BMTX,2020,66437000.0,2023,55252000.0,-16.84%
SRL,2020,59432000.0,2023,54944000.0,-7.55%
MITT,2020,-391778000.0,2023,54920000.0,-114.02%
AOMR,2020,10384000.0,2023,54864000.0,428.35%
UBFO,2020,37380000.0,2023,54810000.0,46.63%
QXO,2020,41220406.0,2023,54516941.0,32.26%
AFCG,2021,38083462.0,2023,54323790.0,42.64%
SVCO,2020,40280000.0,2023,54246000.0,34.67%
SMXT,2020,131581702.0,2023,54139330.0,-58.85%
PKE,2021,46276000.0,2023,54055000.0,16.81%
OWLT,2020,75403000.0,2023,54010000.0,-28.37%
IMTX,2020,31253000.0,2023,53997000.0,72.77%
CSBR,2021,41040000.0,2023,53870000.0,31.26%
ATLO,2020,65463000.0,2023,53840000.0,-17.76%
CVAC,2020,48871000.0,2023,53758000.0,10.00%
AIP,2020,31812000.0,2023,53666000.0,68.70%
FXNC,2020,36713000.0,2023,53572000.0,45.92%
PERF,2020,29873000.0,2023,53505000.0,79.11%
ALUR,2021,38242000.0,2023,53467000.0,39.81%
GWRS,2020,38627000.0,2023,53028000.0,37.28%
XFLT,2020,-9387210.0,2023,52995716.0,-664.55%
IVAC,2020,52128000.0,2023,52665000.0,1.03%
XGN,2020,41975000.0,2023,52548000.0,25.19%
ASRV,2020,52642000.0,2023,52409000.0,-0.44%
NTWK,2020,56372319.0,2023,52393215.0,-7.06%
APYX,2020,27711000.0,2023,52349000.0,88.91%
IPHA,2020,56155000.0,2023,51901000.0,-7.58%
IRIX,2020,36347000.0,2023,51869000.0,42.71%
DWSN,2019,145773000.0,2022,51630000.0,-64.58%
RPTX,2020,135000.0,2023,51133000.0,37776.30%
TCPC,2020,87083740.0,2023,50669340.0,-41.82%
MASS,2020,26894000.0,2023,50229000.0,86.77%
UTMD,2020,42178000.0,2023,50224000.0,19.08%
RCEL,2020,14263000.0,2023,50143000.0,251.56%
MCHX,2020,51218000.0,2023,49910000.0,-2.55%
BDSX,2020,45557000.0,2023,49087000.0,7.75%
ELLO,2020,9645000.0,2023,48834000.0,406.31%
DTIL,2020,24285000.0,2023,48727000.0,100.65%
PAYS,2020,24120434.0,2023,47274162.0,95.99%
TCI,2020,51909000.0,2023,47023000.0,-9.41%
MDV,2020,38639460.0,2023,46936599.0,21.47%
UNB,2020,46806000.0,2023,46839000.0,0.07%
SCLX,2020,23560000.0,2023,46743000.0,98.40%
DNMR,2020,47333000.0,2023,46684000.0,-1.37%
GNSS,2020,43010000.0,2023,46663000.0,8.49%
NKSH,2020,46115000.0,2023,46642000.0,1.14%
BGM,2020,50033200.0,2023,46471478.0,-7.12%
RDCM,2019,33010000.0,2022,46051000.0,39.51%
EYPT,2020,34437000.0,2023,46018000.0,33.63%
SOUN,2020,13017000.0,2023,45873000.0,252.41%
PINE,2020,19248000.0,2023,45644000.0,137.14%
RAY,2021,31858135.0,2023,45518239.0,42.88%
PXS,2020,21711000.0,2023,45468000.0,109.42%
CREX,2020,17457000.0,2023,45166000.0,158.73%
TBNK,2020,64370000.0,2023,45102000.0,-29.93%
EPOW,2020,23181084.0,2023,45050405.0,94.34%
AUGX,2020,16483000.0,2023,44855000.0,172.13%
MGX,2021,243000.0,2023,44756000.0,18318.11%
TRC,2020,37830000.0,2023,44739000.0,18.26%
XOS,2020,2641000.0,2023,44523000.0,1585.84%
PHX,2020,24968383.0,2023,44463896.0,78.08%
TOON,2020,2483000.0,2023,44085000.0,1675.47%
RXRX,2020,3413000.0,2023,43876000.0,1185.56%
BLFY,2020,27500000.0,2023,43724000.0,59.00%
RBKB,2020,44666000.0,2023,43699000.0,-2.16%
FCAP,2020,36672000.0,2023,42220000.0,15.13%
LNSR,2020,26382000.0,2023,42164000.0,59.82%
FVCB,2020,55511000.0,2023,42136000.0,-24.09%
RMBI,2020,40144283.0,2023,42069009.0,4.79%
BOTJ,2020,35009000.0,2023,41802000.0,19.40%
FRPH,2020,23583000.0,2023,41506000.0,76.00%
PPSI,2020,19490000.0,2023,41493000.0,112.89%
MXCT,2020,26168900.0,2023,41288000.0,57.78%
BHM,2020,7369000.0,2023,41093000.0,457.65%
PROV,2021,35212000.0,2023,41060000.0,16.61%
NICK,2021,50040000.0,2023,40405000.0,-19.25%
KOPN,2020,40127669.0,2023,40394177.0,0.66%
